"","fitness","cue","cue_b","log","log_b","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"211",8.14503823199945,"G","Ig","log10","log10",211,0.34736324,5.40747829,9.20362763,1.06741317,0.03773833,6631.6931
