"","max_fitness","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"4163",1.90357133368158,"R","none",4163,0.2545366,4.57257108,21.1275208,2.29934601,0.15451346,2639.95586
