"","fitness","cue","cue_b","log","log_b","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"351",0.963773826217038,"G","Ig","log10","log10",351,0.40687439,4.00454073,19.4284359,0.83447348,0.02859989,502.009253
