"","max_fitness","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"1124",3.83685091469524,"I+Ig","none",1124,0.31118455,3.91526071,24.2619206,0.88133913,0.0320792,113.22272
