"","fitness","cue","cue_b","log","log_b","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"545",3.34454040898082,"G","I+Ig","log10","log10",545,0.12597646,4.6326122,103.734591,1.97642558,0.01410101,328.074338
