"","max_fitness","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"2482",7.40538199084142,"R","none",2482,0.3555311,4.75246955,7.28716799,0.49788347,0.04125662,3130.9558
