"","max_fitness","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"2479",7.44486804951183,"I+Ig","log10",2479,0.2976288,5.54169922,3.82179279,1.24778357,0.17132347,782.721682
