"","max_fitness","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"1237",8.15294517777441,"R","I","none","log10",1237,0.3092021,5.51904676,15.8682588,1.18833083,0.03392176,121.646781
