"","max_fitness","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"229",7.65974209535658,"R","I","none","log10",229,0.30293878,5.51538741,7.37237898,1.16344282,0.10487646,729.938129
