"","max_fitness","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"2337",1.12035717493878,"G","log10",2337,0.37367419,4.03635287,24.3417674,0.77181847,0.0244086,1127.21403
