"","max_fitness","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"2679",4.42815783584009,"R","I","none","log10",2679,0.31655026,3.78892286,23.2510767,0.83705702,0.0368506,165.865799
