"","max_fitness","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"4453",8.59138107070449,"R","I+Ig","log10","log10",4453,0.37931477,5.51097187,19.5079829,1.00777619,0.03615776,383.714827
