"","max_fitness","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"2171",1.66434098875385,"Ig","log10",2171,0.20354801,4.51719709,29.8184119,2.48413417,0.09591423,17888.8454
