"","max_fitness","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"1861",7.18352018315389,"I","none",1861,0.29325274,5.48587636,10.8654728,1.13214528,0.05051918,2108.65083
