"","max_fitness","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"242",1.1741603490938,"R","I+Ig","none","log10",242,0.26082197,3.98624426,18.7349083,0.93443969,0.05676188,1345.20929
