"","max_fitness","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"3578",2.70207188550628,"R","I+Ig","log10","log10",3578,0.19282783,3.99489961,10.8374021,1.0210389,0.05022546,705.804589
