"","max_fitness","cue","log","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"562",7.68735719912567,"G","log10",562,0.3457067,4.80516759,15.3952325,0.42949967,0.01010042,2461.25633
