"","fitness","cue","cue_b","log","log_b","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"101",1.27812889495604,"G","I","log10","log10",101,0.16737619,4.5502929,44.892346,2.87443507,0.07063501,1001.10799
