"","max_fitness","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"1205",2.88543051415569,"R","I","none","log10",1205,0.31489155,4.58365687,38.5802819,1.89590121,0.08149066,104.120873
