"","max_fitness","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"8",5.11672002383005,"R","I","none","log10",8,0.39799186,3.97305693,11.0059243,0.80423694,0.07817523,214.658757
