"","fitness","cue","cue_b","log","log_b","iter","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"73",8.85691312712883,"I+Ig","Ig","log10","log10",73,0.30876855,5.54704108,8.38695064,1.05098372,0.08816371,41.8555037
