"","max_fitness","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"4655",4.1943747875184,"R","I+Ig","log10","log10",4655,0.21552931,4.68618778,18.9031434,2.15499086,0.10359554,1495.44956
