"","max_fitness","cue","cue_b","log","log_b","id","rho","burst","iota_N1","iota_N2","phi_N1","phi_N2"
"3413",2.33879855677072,"R","I","log10","log10",3413,0.25267685,4.69410748,73.6719846,1.91607873,0.03419414,2157.0707
