"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5","par6","par7","par8","par9"
"1","R_none","Ig_none","R","Ig",8.56595267492026,35.1844931900769,-31.1565941277592,-2.33313872638472,-37.2333316396937,27.5349715749668,-34.5715503169399,-31.2499034109963,-45.6110548792245,-22.2604077817599
