"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5","par6","par7","par8","par9"
"1","I+Ig_none","Ig_none","I+Ig","Ig",8.64518688717778,161.169032568849,-86.6974933078104,75.5324646053171,-147.704457920089,261.355718025701,-108.961315385691,24.0680750513137,-115.881094653731,-32.4486166483488
