"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5","par6","par7","par8","par9"
"1","Ig_none","I_log","Ig","I log",9.65255951312609,16.2666978648794,-15.7815440436614,-17.3867006177357,-9.80802002862482,9.53917025847026,-1.55709653955455,6.59383575175406,-14.8466529728818,-12.7326922467568
