"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5"
"1","I+Ig_none","Ig_log","I+Ig","Ig log",0,-0.787248323612765,0.0994514330955918,0.10456126037723,-0.510302560437222,0.754668682574082
