"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5"
"1","R_log","Ig_log","R log","Ig log",2.82609694967374,17.848072462179,445.928085717672,250.896884170337,-13.9087051515905,323.733241461907
