"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5"
"1","I+Ig_log","Ig_none","I+Ig log","Ig",0,0.850054629801624,0.96920156050332,-0.143571047546057,0.965448927323655,0.00611654279572926
