"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5"
"1","I+Ig_log","I_log","I+Ig log","I log",0,-0.159856027283253,-0.494178991948541,-0.245891292380492,0.268230854485188,-0.271415650019062
