"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5"
"1","R_log","I+Ig_log","R log","I+Ig log",1.80877845166756e-06,-0.201228524058948,91.000219557445,-215.188023345337,66.9018507272901,-69.2425943916802
