"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5"
"1","I+Ig_log","Ig_log","I+Ig log","Ig log",0,0.824469049342341,0.624623790830781,-0.378988431028461,-0.450195573652321,-0.720664425729355
