"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5"
"1","I+Ig_none","Ig_none","I+Ig","Ig",0,-0.996859737519833,0.00269206533207322,-0.0495937625680822,-0.603570295856945,0.410771750249091
