"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5"
"1","R_none","Ig_log","R","Ig log",3.01330095388164,-2.34856896352572,269.850647225399,-21.8705377033618,-52.9499704123307,-24.3414269909115
