"","mut_id","res_id","fitness","mut_var1","mut_var2","mut_var3","mut_var4","res_var1","res_var2","res_var3","res_var4","mut_var1_opt","mut_var2_opt","mut_var3_opt","mut_var4_opt"
"1","I-i_none","Ig-i_none",0.376123479383373,1.931059,-63.78682,1295.819775,-31.58044,1.096857,-80.496897,1412.461014,3.463079,1.76187696056947,-60.7089069454445,1263.23419055401,-9.51556097818382
