"","mut_id","res_id","fitness","mut_var1","mut_var2","mut_var3","mut_var4","res_var1","res_var2","res_var3","res_var4","mut_var1_opt","mut_var2_opt","mut_var3_opt","mut_var4_opt"
"1","G-i_log","G-i_none",0.634420703345817,1.762225,-4.329505,2.548675,-6.726894,1.352967,-165.891572,61.230266,-7.374788,1.74419020342306,-4.91914338069128,3.4381022663216,-6.97295578535311
