"","mut_id","res_id","fitness","mut_var1","mut_var2","mut_var3","mut_var4","res_var1","res_var2","res_var3","res_var4","mut_var1_opt","mut_var2_opt","mut_var3_opt","mut_var4_opt"
"1","I1+I2_log","R_none",-0.121785051405636,404.617,-529.2684,-365.0516,-417.0552,-88.36793,136.04925,65.44548,98.14261,3.559987953803,9.33210910077239,-8.71132345607476,-2.21223353620709
