time	parameter_1	parameter_2	parameter_3	parameter_4	parameter_5	parameter_6	parameter_7	parameter_8	parameter_9	objective_function	worker
2022-06-22 18:42:55	-7.23364274739288	421.496808063239	458.074387628585	337.241491070017	51.9889543298632	-304.435334168375	-73.0559187941253	-68.3644448406994	-34.5812674146146	0	-1
2022-06-22 18:42:55	-3.37192969326861	-215.494758915156	157.268611248583	-348.712065955624	-79.2180646210909	395.934660453349	475.908231921494	61.7563474457711	-89.3175142817199	0	-1
2022-06-22 18:42:55	-8.70459652668796	23.1144190765917	262.318924535066	95.9812509827316	96.848871698603	-489.59800042212	-123.637662967667	57.1387400384992	-53.360144328326	0	-1
2022-06-22 18:42:55	-9.32276442274451	444.581827847287	-480.607184581459	-433.388628531247	51.5184112358838	4.19492623768747	-253.869004081935	-25.5393667612225	99.9591029249132	0	-1
2022-06-22 18:43:02	-6.26309289412552	322.403119903371	443.196275976384	201.379782995441	50.6709367882738	-95.0660948181132	-486.081120423884	-66.289010263203	-76.7435950388468	0	0
2022-06-22 18:43:02	-7.41066338738188	148.269320370224	498.167748861751	390.293998610096	88.3341707818803	-392.051120183619	-153.135269110147	-56.0256790210242	-6.17204555032069	0	0
2022-06-22 18:43:03	-3.7403433569795	376.639118885119	441.591032361972	317.809958973655	64.8977306343434	-397.05785568844	-107.3515412881	-22.0374781062087	-39.6555310445312	0	0
2022-06-22 18:43:04	-4.90302903019392	421.496808063239	354.811264404558	337.241491070017	46.0542517079034	-283.625519572214	67.4792427429277	12.4180492328289	-65.1784423436536	0	0
2022-06-22 18:43:04	-6.65545799246884	336.271972506336	497.126575264859	368.693021746475	91.5235286287274	-255.958777536351	-54.0115941735486	-64.1989055833801	-62.7390450424894	0	0
2022-06-22 18:43:05	-9.31256204198405	491.337418478112	272.704916621758	53.0217929985415	10.9326872479579	26.2982575636184	-73.0559187941253	-68.3644448406994	-11.0266503796693	0	0
2022-06-22 18:43:05	-8.09088463952906	457.075914615596	458.074387628585	462.611126569093	74.07761850764	-475.419924977653	3.92207729210182	-97.8984878107061	-65.1349500694356	0	0
2022-06-22 18:43:06	-6.28520028800184	483.901642810422	214.133910275309	358.77565466311	51.9889543298632	76.677026237194	-37.5320712709349	-68.3644448406994	-40.4407519249127	0	0
2022-06-22 18:43:06	-8.23424764989663	258.877470352033	149.89677935695	337.241491070017	51.9889543298632	-93.7062819443806	-330.381340346652	-92.1332783052167	24.6844693937795	0	0
2022-06-22 18:43:07	-5.5241710981998	184.763250549686	459.101673018029	400.148080823607	51.9889543298632	-304.435334168375	-73.0559187941253	-97.8018384317239	17.932626865705	0	0
2022-06-22 18:43:07	-3.2456944401325	421.496808063239	301.927311700286	337.241491070017	60.1246682883805	-304.435334168375	-73.0559187941253	-40.6858988749636	-68.1101662654292	0	0
2022-06-22 18:43:08	-7.58411646309466	421.496808063239	499.610473616179	71.343121181964	42.42438787418	-304.435334168375	-73.0559187941253	-68.3644448406994	-98.9657547294368	0	0
2022-06-22 18:43:08	-4.60346748566148	421.496808063239	414.636773864454	338.698642619319	95.6704301189903	-400.787086341943	-35.8461862874123	-92.229990478456	-38.4399873838479	0	0
2022-06-22 18:43:09	-7.23364274739288	396.390226424119	185.948852164597	337.241491070017	51.9889543298632	-319.442468595874	-73.0559187941253	-65.8293867105077	-34.5812674146146	0	0
2022-06-22 18:43:10	-5.04023639044484	397.660684076581	458.074387628585	435.571322582473	51.9889543298632	-487.545897345427	-73.0559187941253	-58.3929651169822	-34.5812674146146	0	0
2022-06-22 18:43:11	-7.23364274739288	470.981673211923	458.074387628585	285.249449719983	69.2738887529018	-304.435334168375	-80.5843446027316	-47.215025998383	-20.9696870717336	0	0
2022-06-22 18:43:12	-7.23364274739288	247.100265113882	110.040382904175	466.157089089388	50.2153764882961	-304.435334168375	-73.0559187941253	-59.7593145528956	-34.5812674146146	0	0
2022-06-22 18:43:13	-7.23364274739288	485.669764837173	93.0667674121305	264.963597840554	52.321205521914	-304.435334168375	-235.771666838997	-82.9829376632687	-34.5812674146146	0	0
2022-06-22 18:43:14	-7.23364274739288	452.538636617331	458.074387628585	420.601998710934	51.9889543298632	-304.435334168375	17.0574118123698	-75.3638742504641	-42.0117093076409	0	0
2022-06-22 18:43:16	-4.22016122323599	431.866946324483	371.98593086991	119.771389102637	69.6869731502116	-304.435334168375	-73.0559187941253	-90.4685211004843	-97.7232824707209	0	0
2022-06-22 18:43:17	-6.5037794902217	421.496808063239	209.583453137386	270.275987691304	59.2329593698446	-275.505134291429	51.2802114371687	-68.3644448406994	-34.5812674146146	0	0
2022-06-22 18:43:18	-6.33874946798716	390.148333097958	225.517659637417	341.285034162035	51.9889543298632	-304.435334168375	-73.0559187941253	-68.3644448406994	-34.5812674146146	0	0
2022-06-22 18:43:19	-7.0343347517251	483.22051873061	458.074387628585	337.241491070017	45.2041521303259	-267.453038514552	-73.0559187941253	-68.3644448406994	-34.5812674146146	0	0
2022-06-22 18:43:21	-8.65809449840669	421.496808063239	437.927398123018	314.546634226137	77.7348489934515	-304.435334168375	-104.707618760124	-68.3644448406994	-30.8420707466719	0	0
2022-06-22 18:43:22	-7.23364274739288	421.496808063239	471.753624628939	337.241491070017	51.9889543298632	-466.878727910222	-402.339155059324	-68.3644448406994	-85.1451449892012	0	0
2022-06-22 18:43:23	-8.13172046323704	421.496808063239	458.074387628585	337.241491070017	51.9889543298632	-323.389848654319	-73.0559187941253	-68.4343293785085	-34.5812674146146	0	0
2022-06-22 18:43:24	-7.23364274739288	463.273262492208	389.500808924982	270.816994272811	51.9889543298632	-258.423475319862	-394.676342156316	-30.0105173526317	4.71420680981527	0	0
2022-06-22 18:43:25	-8.01208776338472	346.756321965428	458.074387628585	407.679692607959	51.9889543298632	-285.066366394117	-73.0559187941253	-68.3644448406994	-34.5812674146146	0	0
2022-06-22 18:43:27	-7.23364274739288	326.042489110151	431.519080397103	337.241491070017	-7.44619960345919	51.1611605658078	-73.0559187941253	-67.9163690372244	-47.9522176008301	0	0
2022-06-22 18:43:28	-7.23364274739288	426.496888834526	458.074387628585	337.241491070017	31.3460706706103	-428.647030080706	-73.0559187941253	1.18293201270616	-36.8488665897639	0	0
2022-06-22 18:43:29	-6.31369665986317	330.399884810084	354.395625738103	337.241491070017	51.9889543298632	-66.3973612312623	-235.239787753249	-68.3644448406994	4.72364943795935	0	0
2022-06-22 18:43:30	-6.88749782291577	421.496808063239	314.516674953019	293.377979850091	43.8506622663588	-246.285915519381	-73.0559187941253	-68.3644448406994	-43.3384923194071	0	0
2022-06-22 18:43:31	-2.401116747463	426.487011613454	458.074387628585	320.969919102081	66.6588349846709	-206.265149065718	59.4384064734572	-7.36094269366201	-23.8630090410346	0	0
2022-06-22 18:43:33	-7.23364274739288	423.317974191707	458.074387628585	337.241491070017	51.9889543298632	-304.435334168375	138.003967939089	-63.9230430410312	-0.237779473344787	0	0
2022-06-22 18:43:34	-9.28696790074746	199.153112684724	298.087096362227	372.338242879163	64.957378999587	-394.723060045927	-208.007394464112	-68.3644448406994	-16.3445065308447	0	0
2022-06-22 18:43:35	-7.23364274739288	421.496808063239	304.220253132844	412.929498127795	51.9889543298632	-304.435334168375	-73.0559187941253	-68.3644448406994	-25.3906782567395	0	0
2022-06-22 18:43:36	-7.23364274739288	421.496808063239	389.728195790757	337.241491070017	51.9889543298632	-304.435334168375	-150.774760661874	-22.9091819131151	-92.2080943361717	0	0
2022-06-22 18:43:38	-7.23364274739288	421.496808063239	458.074387628585	337.241491070017	72.5126884520928	-304.435334168375	-73.0559187941253	-68.3644448406994	-34.5812674146146	0	0
2022-06-22 18:43:39	-8.94986715977635	421.496808063239	458.074387628585	371.706542207218	80.1167353331126	-304.435334168375	-39.9757178901832	-68.3644448406994	-34.5812674146146	0	0
2022-06-22 18:43:40	-7.23364274739288	436.050992696638	458.074387628585	337.241491070017	86.5056383734811	-374.890752641076	-73.0559187941253	-68.3644448406994	-75.0575043594605	0	0
