time	parameter_1	parameter_2	parameter_3	parameter_4	parameter_5	parameter_6	parameter_7	parameter_8	parameter_9	objective_function	worker
2022-06-22 18:42:55	-6.01830141548999	332.092163851485	-151.142358779907	-208.725380245596	-99.6477621141821	-115.859410492703	206.515112426132	-1.48371760733426	79.7891139052808	0	-1
2022-06-22 18:42:55	-8.01224616845138	260.275546228513	-406.296303262934	222.670556744561	-30.8631740044802	177.750018425286	-498.566193971783	-89.2828870099038	-39.4699886906892	-0.00439204001023829	-1
2022-06-22 18:42:55	-3.49323782813735	345.279598841444	-472.144331084564	-108.949535526335	-15.6741214450449	408.531801542267	333.127658348531	-51.5274814795703	-15.5643514357507	-0.00439204162155048	-1
2022-06-22 18:42:55	-0.292975154239684	316.820932785049	226.985558634624	-429.074129322544	-26.7927639186382	-485.803532646969	340.110843535513	83.4368893411011	96.9622659031302	0	-1
2022-06-22 18:45:28	-8.34869745692433	466.662083518196	-376.429670859004	-142.795027091678	-16.4203825498961	313.069254324542	456.241802185008	-81.2802162269392	37.5065942081163	-0.00439204162155048	0
2022-06-22 18:45:49	-0.470325573166701	419.695490079713	-372.313796325453	100.150329855768	51.2641626829765	348.69792460386	145.007145000609	-31.7661859694597	5.13950268626221	-0.00439203922455109	0
2022-06-22 18:46:09	-3.05264200627826	111.092244574235	-491.853666288932	-73.4913696168366	-30.1615984622516	161.127230605246	305.506749324827	-15.2266233779271	86.0155955846898	-0.0043920425531271	0
2022-06-22 18:46:29	-4.3574315725056	404.88388071881	-472.144331084564	149.972142211549	3.99674921941622	316.534671843865	385.435638900575	-51.5274814795703	7.6472928713541	-0.00439204150726352	0
2022-06-22 18:46:50	-3.35366378093388	452.651598838514	-33.8726517637252	211.677073547986	-76.5742446653122	408.531801542267	349.805792452105	-20.397339548276	2.35419683411066	-0.00439204307106804	0
2022-06-22 18:47:10	-3.49323782813735	315.590233096337	-1.28502022349687	-145.227452786516	-32.4584042249676	424.422293866272	493.889302807975	-26.2624364189638	31.2303124268256	-0.00439203920987372	0
2022-06-22 18:47:31	-4.40470369421017	358.359814057211	-261.951288504254	-108.949535526335	61.9923794875975	365.89586621666	333.127658348531	-51.5274814795703	16.5209713983014	-0.00439204162155048	0
2022-06-22 18:47:52	-1.06387614569591	345.279598841444	-472.144331084564	-108.949535526335	-15.6741214450449	115.369040541821	391.402482093991	37.4528441873494	20.9488127532	-0.00439204162155048	0
2022-06-22 18:48:11	-3.49323782813735	338.207374865884	-466.801723194602	-199.399877060382	-49.3084563158993	355.280567123334	333.127658348531	-13.344207517537	-15.5643514357507	-0.00439204607909979	0
2022-06-22 18:48:32	-3.27461770708401	345.279598841444	-472.144331084564	-108.949535526335	-15.6741214450449	290.363410829346	333.127658348531	-85.2421092170284	-42.8494708815107	-0.00439204162155048	0
2022-06-22 18:48:52	-5.43463610339227	21.8417787221982	-472.144331084564	-56.657931736774	13.8518449112006	495.428742553622	-156.062339264119	-54.3279961868447	-26.3091827141076	-0.00439204162155048	0
2022-06-22 18:49:12	-3.49323782813735	345.279598841444	-379.939228496187	-254.280850265421	-49.9083768997043	450.044905411987	272.624834640686	-51.5274814795703	-51.6777036379778	-0.00439204503372833	0
2022-06-22 18:49:31	-3.84525501648126	469.449305349502	-472.144331084564	-152.763988382902	-41.9776510186483	408.531801542267	446.566787567751	-55.4464129796596	-15.5643514357507	-0.00439204162155048	0
2022-06-22 18:49:51	-3.49323782813735	390.482521180572	-383.222501791292	-108.949535526335	10.9378281845065	381.284012918715	318.874279445155	-80.4656386631958	-16.0696480897288	-0.00439204162155048	0
2022-06-22 18:50:11	-3.49323782813735	345.279598841444	-470.439263911816	78.9629425204481	-15.6741214450449	477.396558241823	333.127658348531	-19.6068572847059	-15.5643514357507	-0.00439204114664102	0
2022-06-22 18:50:32	-3.49323782813735	357.398049388424	-436.320817610356	210.016600722696	-15.6741214450449	350.677031402665	247.793874607648	-82.1505345403906	-15.5643514357507	-0.00439204072702369	0
2022-06-22 18:50:52	-1.48749857175002	482.625432259292	-218.668795618449	-108.949535526335	-15.6741214450449	344.674701754081	333.127658348531	-46.3201073780802	-15.5643514357507	-0.00439204162155048	0
2022-06-22 18:51:13	-1.84107006442135	347.132162645823	-371.702006719708	-108.949535526335	-15.6741214450449	408.531801542267	333.127658348531	-56.2698924707673	-31.7328942240714	-0.00439204162155048	0
2022-06-22 18:51:33	-2.14618705234335	384.687940427308	-255.856552322304	-408.878028166758	80.1052369378144	408.531801542267	237.75243644272	25.1627272107063	11.6095158428361	-0.00439204162155048	0
2022-06-22 18:51:53	-3.87354526554417	370.762645668584	-472.144331084564	-108.949535526335	-15.6741214450449	247.634783652471	481.933013274933	-92.4793253730292	-15.5643514357507	-0.00439204162155048	0
2022-06-22 18:52:13	-0.481839877349163	345.279598841444	-472.144331084564	-108.949535526335	-15.6741214450449	29.7034649306534	327.30247386742	-98.2260804329622	-63.8538202334799	-1.30211105755246	0
2022-06-22 18:53:04	-3.49323782813735	415.642857744334	-446.664953412991	-39.5965082452627	17.1457252231969	368.75379919039	329.033412411347	-51.5274814795703	-7.15932972934142	-0.00439204162155048	0
2022-06-22 18:53:24	-0.956454978625603	358.224585216367	-472.144331084564	175.150067266167	-15.6741214450449	408.531801542267	333.127658348531	-28.8545100067493	-15.5643514357507	-0.0043920411068041	0
2022-06-22 18:53:44	-3.95645412469143	345.279598841444	-472.144331084564	-108.949535526335	23.4421787089195	406.235552958467	333.127658348531	-51.5274814795703	-15.5643514357507	-0.00439204162155048	0
2022-06-22 18:54:04	-5.30675988719429	441.651567931979	-275.42272100336	-213.460387619996	-15.6741214450449	16.683838065424	-10.4980100563044	-51.5274814795703	-3.86103911923956	-0.00439203311005987	0
2022-06-22 18:54:25	-3.49323782813735	234.221823937878	-472.144331084564	13.6473827400579	-29.0783628440505	156.341705900263	335.171229887517	-51.5274814795703	-15.5643514357507	-0.00439204751931543	0
2022-06-22 18:54:46	-3.49323782813735	443.323908640864	-472.144331084564	89.2578423924485	-15.6741214450449	408.531801542267	224.690363239686	-42.6897971750695	12.3230516758898	-0.00439204129672444	0
2022-06-22 18:55:06	-3.49323782813735	345.279598841444	-324.580839961747	-108.949535526335	-15.6741214450449	408.531801542267	427.758237468163	37.8136442226261	-7.4934970197574	-0.00439204162155048	0
2022-06-22 18:55:27	-3.49323782813735	345.279598841444	-472.144331084564	-108.949535526335	-20.3999457334229	408.531801542267	333.127658348531	-51.5274814795703	29.2558844270624	-0.00439204162155048	0
2022-06-22 18:55:48	-6.79641753673154	345.279598841444	-472.144331084564	-108.949535526335	-43.2810852040682	319.481638557803	494.095273317041	-0.768624156923195	-42.0412648357317	-0.00439204441141382	0
2022-06-22 18:56:08	-3.49323782813735	91.4451285046154	-186.296200431312	-440.154979851796	-8.25148439537422	408.531801542267	242.159042685585	-51.5274814795703	-26.5691130212089	0	0
2022-06-22 18:56:44	-4.75358794049024	345.279598841444	-363.319727227889	-4.17716294814797	-15.6741214450449	337.705267109377	254.520091431749	-51.5274814795703	-15.5643514357507	-0.00439204162155048	0
2022-06-22 18:57:04	-2.84760806482188	454.332797891669	-456.749157171526	-230.379003563643	-15.6741214450449	373.764997044182	56.5471520304565	-82.1772128073547	-15.5643514357507	-0.00439204162155048	0
2022-06-22 18:57:25	-3.49323782813735	363.835643720436	-472.144331084564	-108.949535526335	-15.6741214450449	177.81887171889	333.127658348531	-51.5274814795703	-34.1152525928074	-0.00439203834051112	0
2022-06-22 18:58:00	-3.49323782813735	345.279598841444	-472.144331084564	-43.48383990096	-15.6741214450449	412.060945005824	321.367769815021	-51.5274814795703	-70.532775638243	-0.00439204162155048	0
2022-06-22 18:58:20	-3.49323782813735	254.056423883686	-443.0405645911	-108.949535526335	-9.5091201328736	401.019544426934	348.047674476817	-51.5274814795703	-15.5643514357507	-0.00439204162155048	0
2022-06-22 18:58:41	-3.49323782813735	345.279598841444	-472.144331084564	63.544979070568	33.3425795057832	408.531801542267	100.736140839157	-42.4752999928449	21.2590677537057	-0.00439204091565796	0
2022-06-22 18:59:04	-5.75685886602258	345.279598841444	-472.144331084564	-108.949535526335	-15.6741214450449	467.123598844167	280.443411698942	-51.5274814795703	-10.3475273079592	-0.00439204162155048	0
2022-06-22 18:59:24	-5.7690242307146	345.279598841444	-312.076383365571	57.0342832919119	-36.5870640371067	408.531801542267	333.127658348531	-51.5274814795703	-15.5643514357507	-0.00439204108045594	0
2022-06-22 18:59:44	-3.49323782813735	246.380761372118	-472.144331084564	-70.5330280834891	-15.6741214450449	408.531801542267	333.127658348531	-93.9550879367829	-15.5643514357507	-0.00439204162155048	0
2022-06-22 19:00:04	-3.49323782813735	345.279598841444	-472.144331084564	-415.149858843267	-15.6741214450449	408.531801542267	333.127658348531	-10.8613771236734	-15.5643514357507	-0.0043920432961411	0
2022-06-22 19:00:25	-1.64518425874566	435.496598374971	-472.144331084564	-108.949535526335	12.2839941011398	408.531801542267	195.496390428673	-51.5274814795703	-15.5643514357507	-0.00439204162155048	0
2022-06-22 19:00:46	-7.72044862371556	345.279598841444	-472.144331084564	-108.949535526335	-15.6741214450449	253.833027554338	497.995955207059	-51.5274814795703	-15.5643514357507	-0.00439204162155048	0
2022-06-22 19:01:07	0.252769632868362	345.279598841444	-472.144331084564	205.738960773264	-15.6741214450449	379.036630496576	449.144466025204	-20.6322017050101	-40.6266756284811	-0.00439204045474643	0
