time	parameter_1	parameter_2	parameter_3	parameter_4	parameter_5	parameter_6	parameter_7	parameter_8	parameter_9	objective_function	worker
2022-06-22 08:33:05	-2.2013508293312	449.193977285177	-183.426149189472	-202.920497162268	86.5518053993583	-277.320673922077	-413.856506813318	-45.5239779315889	97.5214728619903	0	-1
2022-06-22 08:33:05	-2.01438561989926	391.194120747969	-173.565758625045	116.277790162712	44.2185935564339	360.261063324288	434.98543347232	-63.2308625616133	-14.8962643463165	0	-1
2022-06-22 08:33:05	-1.12951308907941	-7.41805206052959	63.392004230991	-266.364013310522	36.8578736670315	68.5395048931241	417.778390925378	-92.5060118082911	5.51351769827306	0	-1
2022-06-22 08:33:05	-1.05375650594942	-126.124955480918	-225.465045310557	-347.190411528572	45.8900204859674	-456.873785005882	11.8815761525184	34.8412670195103	-87.2772677335888	0	-1
2022-06-22 08:33:09	-3.23312608217632	153.537962494449	-281.535560027011	-241.959834575666	8.59562910076338	-242.809098471942	-494.855503823183	-62.6006873758477	98.3568622490608	0	0
2022-06-22 08:33:10	-0.96660673294875	480.728192354941	-478.877284867365	-299.840700741893	80.6405880121167	-266.975539154104	-72.810887910797	-58.5070878045447	85.280948473947	0	0
2022-06-22 08:33:10	-3.98687586329931	417.597858913251	203.726543894309	-409.144081507226	64.5903357936304	-277.320673922077	-235.706537108005	0.147236822841194	78.9342894537482	0	0
2022-06-22 08:33:11	-4.47678675334761	114.045060281785	-157.389970370631	-202.920497162268	87.7569742717701	-116.826903535739	-388.481868869923	-92.807999981548	97.5214728619903	0	0
2022-06-22 08:33:11	-2.2013508293312	220.685968355496	-183.426149189472	-383.009068440343	89.3601153145073	-16.3450087340492	-413.856506813318	-45.5239779315889	97.5214728619903	0	0
2022-06-22 08:33:11	0.504954338858054	449.193977285177	-183.426149189472	-445.274992860264	77.3427695151763	-155.991156598379	-454.75872057631	-20.1896655528663	15.9404222615088	0	0
2022-06-22 08:33:12	-0.328638964483222	352.228292751612	-183.426149189472	-202.920497162268	92.6844032663994	-42.1515397367839	-448.155542213065	-31.4912175238698	97.5214728619903	0	0
2022-06-22 08:33:12	0.736978367399394	449.193977285177	-183.426149189472	-496.683193057844	52.6736981417587	-57.2712199883944	80.0420527188752	-45.5239779315889	53.5262430986574	0	0
2022-06-22 08:33:12	-1.20462060264743	430.197859227609	-183.426149189472	-256.081659609092	86.5518053993583	-385.609479395495	-100.941410008349	-54.2108423991884	56.1980945078229	0	0
2022-06-22 08:33:13	-0.338956103481314	316.835652748861	-183.426149189472	-77.5120969110762	86.5518053993583	-277.320673922077	-470.834199281595	-79.1580463892886	89.717793686182	0	0
2022-06-22 08:33:13	-0.94933110683541	257.255057943081	-183.426149189472	-202.920497162268	66.2638698160246	-485.268516016628	-488.278345933939	-45.5239779315889	22.0062155196285	0	0
2022-06-22 08:33:14	-6.04487294921044	424.739046959994	-246.99633807988	-404.153598535213	75.1008334199293	-444.326793920863	-413.856506813318	-45.5239779315889	97.5214728619903	0	0
2022-06-22 08:33:14	-2.2013508293312	344.050361738314	136.886283390313	-232.185310394467	87.6815190082474	-255.464239562004	-413.856506813318	-45.5239779315889	98.0343991709618	0	0
2022-06-22 08:33:14	-3.42948224922292	449.193977285177	-156.033909141603	-202.920497162268	45.3560096125344	-474.304675851565	-413.856506813318	-95.5358561348331	92.6171486051262	0	0
