time	parameter_1	parameter_2	parameter_3	parameter_4	parameter_5	parameter_6	parameter_7	parameter_8	parameter_9	objective_function	worker
2022-06-22 18:42:55	-4.86018978524953	285.16929759644	-310.280403355137	239.024500828236	-75.5326567683369	41.4096950553358	359.388925367966	28.8410299923271	-45.4874579329044	0	-1
2022-06-22 18:42:55	-7.25786224775948	-285.585638368502	369.830618845299	-15.4335601255298	50.9576447308064	-49.9667727854103	147.865077247843	56.0651147738099	-37.3195782769471	0	-1
2022-06-22 18:42:55	-0.0306752142496407	-317.027034936473	-430.413104826584	-281.689624767751	61.059059528634	257.264741929248	251.990999793634	98.9119964186102	-14.2094870563596	0	-1
2022-06-22 18:42:55	-0.541045011952519	432.468004990369	262.813998386264	342.472349759191	25.9167435579002	-106.173098320141	233.682496007532	50.5102064926177	-90.8598036505282	0	-1
2022-06-22 18:43:02	-3.64205627974994	291.717713329212	-391.773783476138	219.312676761657	-61.0491163659506	52.6759237379957	441.759582529068	57.9897452547337	12.1434117508817	0	0
2022-06-22 18:43:03	-5.98649292404035	-110.902219196185	-169.370816155812	240.097321976126	-50.6363135305895	9.31864700211097	345.992172462365	72.2649562097729	-12.4770675976469	0	0
2022-06-22 18:43:03	-2.6375695096073	284.551889219256	-229.533778962196	409.962342763137	-86.2359685788771	4.57101094777742	365.976683887932	54.5446204286028	-74.3535120901474	0	0
2022-06-22 18:43:04	-4.95905561140065	-142.835599720408	-349.425184311963	-6.13314193690834	-99.4974733056171	41.4096950553358	-31.7956558700265	-14.1933974989675	-93.8448732322611	0	0
2022-06-22 18:43:05	-4.66858504749667	-104.398761954082	-267.784922128346	329.088498527939	-85.5271659501335	-205.708355147894	206.801951267482	-11.9685403043103	-92.3812234460232	0	0
2022-06-22 18:43:05	-3.74792259743845	189.257219695511	-310.280403355137	159.665035342519	-73.4565730651705	361.888961120199	430.519314153837	-0.531662933394053	-45.9139374314032	0	0
2022-06-22 18:43:06	-4.19623915528935	486.504363026631	-380.185831614804	-4.97555872450565	-91.0182836668782	41.4096950553358	-19.3427655214155	28.8410299923271	-7.07234304650051	0	0
2022-06-22 18:43:06	-6.88005359613059	334.035809764241	-120.719177372856	239.024500828236	-64.6393165181882	142.108072436449	447.118538550466	57.4433007137103	-45.4874579329044	0	0
2022-06-22 18:43:07	0.130752614499688	285.16929759644	89.6182262149644	317.112323765043	-30.731562824222	288.805193307584	359.388925367966	80.4352674736863	4.05679133236737	0	0
2022-06-22 18:43:07	-9.77521444444922	213.475466051672	-310.280403355137	285.940603995341	-75.5326567683369	43.4411869558504	154.079199716585	96.0412617270093	-45.4874579329044	0	0
2022-06-22 18:43:08	-5.63912396112307	-128.857120007644	-186.330527928769	397.627779003568	-75.5326567683369	41.4096950553358	359.388925367966	53.6898110589195	-21.9458763366902	0	0
2022-06-22 18:43:09	-5.26888024034431	285.16929759644	-388.761067560575	-39.0830378385993	-73.8641863639038	-249.267333541397	385.699979675713	6.04428419997211	-98.0461474977195	0	0
2022-06-22 18:43:09	-4.86018978524953	478.830373038017	-321.221243259572	239.024500828236	-45.9885330914586	82.4592655155002	411.480343115539	74.9644507110109	-45.4874579329044	0	0
2022-06-22 18:43:10	-4.86018978524953	424.007095127344	-196.314705119831	-10.2088368213615	-75.5326567683369	41.4096950553358	-71.5277624361957	-53.0086908591408	-34.7381116029864	0	0
2022-06-22 18:43:10	-4.86018978524953	285.16929759644	-408.152822305773	239.024500828236	-75.5326567683369	41.4096950553358	407.077540633774	28.8410299923271	-45.4874579329044	0	0
2022-06-22 18:43:11	-4.94035617103163	400.664173286553	-253.746277935169	239.024500828236	-75.5326567683369	41.4096950553358	231.493741906319	53.4480789499387	-45.4874579329044	0	0
2022-06-22 18:43:13	-1.52101173891867	303.892749445048	-310.280403355137	89.8534935199924	-66.8772081539265	41.4096950553358	359.388925367966	28.8410299923271	-29.6743753309105	0	0
2022-06-22 18:43:14	-4.28330644774238	285.16929759644	-310.280403355137	180.014765637472	-75.5326567683369	211.928050128858	359.388925367966	28.8410299923271	-45.4874579329044	0	0
2022-06-22 18:43:15	-4.86018978524953	273.828049825781	-158.788630018993	239.024500828236	-75.5326567683369	41.4096950553358	226.898406684012	33.273030998733	-31.4240400716398	0	0
2022-06-22 18:43:16	-4.83721863488562	285.16929759644	-310.280403355137	137.49655534512	-75.5326567683369	-56.9665306010753	359.388925367966	-22.1224087391663	-82.7672402156698	0	0
2022-06-22 18:43:18	-4.05060485871723	268.543441709796	-247.562799322755	239.024500828236	-33.9341120424847	67.5042782178234	359.388925367966	29.1512280826879	-39.8483610427451	0	0
2022-06-22 18:43:19	-4.86018978524953	285.16929759644	-310.280403355137	339.440405968267	-75.5326567683369	205.244985161418	359.388925367966	-27.6881330960272	-74.1021931370522	0	0
2022-06-22 18:43:20	-4.86018978524953	367.67036788173	-310.280403355137	239.024500828236	-75.5326567683369	41.4096950553358	359.388925367966	28.8410299923271	-45.4874579329044	0	0
2022-06-22 18:43:21	-4.85598104967287	285.16929759644	-89.5325353139755	239.024500828236	-87.6414894239043	41.4096950553358	359.388925367966	-10.9045302334319	-45.4874579329044	0	0
2022-06-22 18:43:23	-8.19136595106115	285.16929759644	-310.280403355137	103.008221241199	-75.5326567683369	41.4096950553358	292.782146512975	1.62454527399911	-45.4874579329044	0	0
2022-06-22 18:43:24	-4.86018978524953	30.3675547814553	-453.674988946404	239.024500828236	-75.5326567683369	41.4096950553358	400.353855285143	28.8410299923271	-45.4874579329044	0	0
2022-06-22 18:43:25	-4.86018978524953	285.16929759644	-129.540280496377	168.258559652939	-75.5326567683369	41.4096950553358	348.428297071691	-49.0700207986357	-45.4874579329044	0	0
2022-06-22 18:43:26	-2.99366172111985	407.664526077049	-498.577397257693	393.067015765224	-75.5326567683369	71.1089539078297	283.627746617352	8.63354973093264	31.7792018173209	0	0
2022-06-22 18:43:27	-1.15322614896748	285.16929759644	18.1534097122791	239.024500828236	-50.215309292715	315.256458408142	359.388925367966	28.8410299923271	-45.4874579329044	0	0
2022-06-22 18:43:28	-8.99167563466401	285.16929759644	-310.280403355137	239.024500828236	-35.3032747271033	41.4096950553358	192.913802035788	68.8393229090765	-45.4874579329044	0	0
2022-06-22 18:43:30	-7.19810240936881	391.856809165438	-306.186430318522	-4.10925366781339	-8.04149710954292	41.4096950553358	393.858379376423	43.6396136408309	-87.2003496369148	0	0
2022-06-22 18:43:31	-4.86018978524953	285.16929759644	-361.341800327303	392.577427117883	-79.4283439616996	-136.530308175382	490.422966447831	28.8410299923271	-34.9254296451688	0	0
2022-06-22 18:43:32	-3.34754272945074	496.946932158552	-266.873153932282	160.47026133702	-75.5326567683369	41.4096950553358	359.388925367966	64.9062892712516	5.24208788946521	0	0
2022-06-22 18:43:33	-4.86018978524953	285.16929759644	33.1953184244446	239.024500828236	-91.7150309011745	41.4096950553358	359.388925367966	-15.9268628964851	-45.4874579329044	0	0
2022-06-22 18:43:35	-4.86018978524953	285.16929759644	-275.709389040525	345.263407728891	-75.5326567683369	41.4096950553358	359.388925367966	44.8784302228838	18.1379245496147	0	0
