"","cue_range","cr","label","min","max"
"259",1.25591714732163,0,"Asexual iRBC log10",0,251912.347863507
"260",1.2598435590761,0,"Asexual iRBC log10",0,251912.347863507
"261",1.26378224609036,0,"Asexual iRBC log10",0,251912.347863507
"262",1.26773324674093,0,"Asexual iRBC log10",0,251912.347863507
"263",1.27169659952431,0,"Asexual iRBC log10",0,251912.347863507
"264",1.27567234305734,0,"Asexual iRBC log10",0,251912.347863507
"265",1.2796605160776,0,"Asexual iRBC log10",0,251912.347863507
"266",1.28366115744377,0,"Asexual iRBC log10",0,251912.347863507
"267",1.28767430613601,0,"Asexual iRBC log10",0,251912.347863507
"268",1.29170000125636,0,"Asexual iRBC log10",0,251912.347863507
"269",1.29573828202909,0,"Asexual iRBC log10",0,251912.347863507
"270",1.29978918780112,0,"Asexual iRBC log10",0,251912.347863507
"271",1.30385275804235,0,"Asexual iRBC log10",0,251912.347863507
"272",1.3079290323461,0,"Asexual iRBC log10",0,251912.347863507
"273",1.31201805042947,0,"Asexual iRBC log10",0,251912.347863507
"274",1.31611985213372,0,"Asexual iRBC log10",0,251912.347863507
"275",1.32023447742467,0,"Asexual iRBC log10",0,251912.347863507
"276",1.32436196639308,0,"Asexual iRBC log10",0,251912.347863507
"277",1.32850235925506,0,"Asexual iRBC log10",0,251912.347863507
"278",1.33265569635245,0,"Asexual iRBC log10",0,251912.347863507
"279",1.33682201815319,0,"Asexual iRBC log10",0,251912.347863507
"280",1.34100136525176,0,"Asexual iRBC log10",0,251912.347863507
"281",1.34519377836955,0,"Asexual iRBC log10",0,251912.347863507
"282",1.34939929835523,0,"Asexual iRBC log10",0,251912.347863507
"283",1.35361796618521,0,"Asexual iRBC log10",0,251912.347863507
"284",1.357849822964,0,"Asexual iRBC log10",0,251912.347863507
"285",1.3620949099246,0,"Asexual iRBC log10",0,251912.347863507
"286",1.36635326842892,0,"Asexual iRBC log10",0,251912.347863507
"287",1.3706249399682,0,"Asexual iRBC log10",0,251912.347863507
"288",1.37490996616339,0,"Asexual iRBC log10",0,251912.347863507
"289",1.37920838876554,0,"Asexual iRBC log10",0,251912.347863507
"290",1.38352024965625,0,"Asexual iRBC log10",0,251912.347863507
"291",1.38784559084804,0,"Asexual iRBC log10",0,251912.347863507
"292",1.3921844544848,0,"Asexual iRBC log10",0,251912.347863507
"293",1.39653688284214,0,"Asexual iRBC log10",0,251912.347863507
"294",1.40090291832786,0,"Asexual iRBC log10",0,251912.347863507
"295",1.40528260348235,0,"Asexual iRBC log10",0,251912.347863507
"296",1.40967598097897,0,"Asexual iRBC log10",0,251912.347863507
"297",1.4140830936245,0,"Asexual iRBC log10",0,251912.347863507
"298",1.41850398435956,0,"Asexual iRBC log10",0,251912.347863507
"299",1.42293869625901,0,"Asexual iRBC log10",0,251912.347863507
"300",1.42738727253236,0,"Asexual iRBC log10",0,251912.347863507
"301",1.43184975652424,0,"Asexual iRBC log10",0,251912.347863507
"302",1.43632619171476,0,"Asexual iRBC log10",0,251912.347863507
"303",1.44081662171997,0,"Asexual iRBC log10",0,251912.347863507
"304",1.44532109029229,0,"Asexual iRBC log10",0,251912.347863507
"305",1.44983964132092,0,"Asexual iRBC log10",0,251912.347863507
"306",1.45437231883226,0,"Asexual iRBC log10",0,251912.347863507
"307",1.45891916699037,0,"Asexual iRBC log10",0,251912.347863507
"308",1.46348023009736,0,"Asexual iRBC log10",0,251912.347863507
"309",1.46805555259386,0,"Asexual iRBC log10",0,251912.347863507
"310",1.47264517905943,0,"Asexual iRBC log10",0,251912.347863507
"311",1.47724915421301,0,"Asexual iRBC log10",0,251912.347863507
"312",1.48186752291332,0,"Asexual iRBC log10",0,251912.347863507
"313",1.48650033015935,0,"Asexual iRBC log10",0,251912.347863507
"314",1.49114762109076,0,"Asexual iRBC log10",0,251912.347863507
"315",1.49580944098834,0,"Asexual iRBC log10",0,251912.347863507
"316",1.50048583527443,0,"Asexual iRBC log10",0,251912.347863507
"317",1.50517684951339,0,"Asexual iRBC log10",0,251912.347863507
"318",1.509882529412,0,"Asexual iRBC log10",0,251912.347863507
"319",1.51460292081998,0,"Asexual iRBC log10",0,251912.347863507
"320",1.51933806973035,0,"Asexual iRBC log10",0,251912.347863507
"321",1.52408802227994,0,"Asexual iRBC log10",0,251912.347863507
"322",1.52885282474982,0,"Asexual iRBC log10",0,251912.347863507
"323",1.53363252356574,0,"Asexual iRBC log10",0,251912.347863507
"324",1.53842716529859,0,"Asexual iRBC log10",0,251912.347863507
"325",1.54323679666488,0,"Asexual iRBC log10",0,251912.347863507
"326",1.54806146452715,0,"Asexual iRBC log10",0,251912.347863507
"327",1.55290121589444,0,"Asexual iRBC log10",0,251912.347863507
"328",1.55775609792277,0,"Asexual iRBC log10",0,251912.347863507
"329",1.5626261579156,0,"Asexual iRBC log10",0,251912.347863507
"330",1.56751144332424,0,"Asexual iRBC log10",0,251912.347863507
"331",1.57241200174838,0,"Asexual iRBC log10",0,251912.347863507
"332",1.57732788093651,0,"Asexual iRBC log10",0,251912.347863507
"333",1.58225912878639,0,"Asexual iRBC log10",0,251912.347863507
"334",1.58720579334553,0,"Asexual iRBC log10",0,251912.347863507
"335",1.59216792281166,0,"Asexual iRBC log10",0,251912.347863507
"336",1.5971455655332,0,"Asexual iRBC log10",0,251912.347863507
"337",1.60213877000968,0,"Asexual iRBC log10",0,251912.347863507
"338",1.60714758489231,0,"Asexual iRBC log10",0,251912.347863507
"339",1.61217205898436,0,"Asexual iRBC log10",0,251912.347863507
"340",1.6172122412417,0,"Asexual iRBC log10",0,251912.347863507
"341",1.62226818077324,0,"Asexual iRBC log10",0,251912.347863507
"342",1.62733992684141,0,"Asexual iRBC log10",0,251912.347863507
"343",1.63242752886268,0,"Asexual iRBC log10",0,251912.347863507
"344",1.63753103640799,0,"Asexual iRBC log10",0,251912.347863507
"345",1.64265049920326,0,"Asexual iRBC log10",0,251912.347863507
"346",1.64778596712987,0,"Asexual iRBC log10",0,251912.347863507
"347",1.65293749022515,0,"Asexual iRBC log10",0,251912.347863507
"348",1.65810511868285,0,"Asexual iRBC log10",0,251912.347863507
"349",1.66328890285366,0,"Asexual iRBC log10",0,251912.347863507
"350",1.66848889324568,0,"Asexual iRBC log10",0,251912.347863507
"351",1.67370514052489,0,"Asexual iRBC log10",0,251912.347863507
"352",1.67893769551571,0,"Asexual iRBC log10",0,251912.347863507
"353",1.68418660920141,0,"Asexual iRBC log10",0,251912.347863507
"354",1.68945193272469,0,"Asexual iRBC log10",0,251912.347863507
"355",1.69473371738811,0,"Asexual iRBC log10",0,251912.347863507
"356",1.70003201465464,0,"Asexual iRBC log10",0,251912.347863507
"357",1.70534687614813,0,"Asexual iRBC log10",0,251912.347863507
"358",1.71067835365381,0,"Asexual iRBC log10",0,251912.347863507
"359",1.71602649911884,0,"Asexual iRBC log10",0,251912.347863507
"360",1.72139136465275,0,"Asexual iRBC log10",0,251912.347863507
"361",1.72677300252801,0,"Asexual iRBC log10",0,251912.347863507
"362",1.73217146518048,0,"Asexual iRBC log10",0,251912.347863507
"363",1.73758680520999,0,"Asexual iRBC log10",0,251912.347863507
"364",1.74301907538078,0,"Asexual iRBC log10",0,251912.347863507
"365",1.74846832862207,0,"Asexual iRBC log10",0,251912.347863507
"366",1.75393461802854,0,"Asexual iRBC log10",0,251912.347863507
"367",1.75941799686088,0,"Asexual iRBC log10",0,251912.347863507
"368",1.76491851854627,0,"Asexual iRBC log10",0,251912.347863507
"369",1.77043623667893,0,"Asexual iRBC log10",0,251912.347863507
"370",1.77597120502063,0,"Asexual iRBC log10",0,251912.347863507
"371",1.78152347750123,0,"Asexual iRBC log10",0,251912.347863507
"372",1.78709310821917,0,"Asexual iRBC log10",0,251912.347863507
"373",1.79268015144205,0,"Asexual iRBC log10",0,251912.347863507
"374",1.7982846616071,0,"Asexual iRBC log10",0,251912.347863507
"375",1.80390669332174,0,"Asexual iRBC log10",0,251912.347863507
"376",1.80954630136414,0,"Asexual iRBC log10",0,251912.347863507
"377",1.81520354068369,0,"Asexual iRBC log10",0,251912.347863507
"378",1.82087846640159,0,"Asexual iRBC log10",0,251912.347863507
"379",1.82657113381136,0,"Asexual iRBC log10",0,251912.347863507
"380",1.83228159837939,0,"Asexual iRBC log10",0,251912.347863507
"381",1.83800991574548,0,"Asexual iRBC log10",0,251912.347863507
"382",1.84375614172336,0,"Asexual iRBC log10",0,251912.347863507
"383",1.84952033230128,0,"Asexual iRBC log10",0,251912.347863507
"384",1.85530254364249,0,"Asexual iRBC log10",0,251912.347863507
"385",1.86110283208587,0,"Asexual iRBC log10",0,251912.347863507
"386",1.8669212541464,0,"Asexual iRBC log10",0,251912.347863507
"387",1.87275786651575,0,"Asexual iRBC log10",0,251912.347863507
"388",1.87861272606285,0,"Asexual iRBC log10",0,251912.347863507
"389",1.88448588983438,0,"Asexual iRBC log10",0,251912.347863507
"390",1.89037741505541,0,"Asexual iRBC log10",0,251912.347863507
"391",1.89628735912989,0,"Asexual iRBC log10",0,251912.347863507
"392",1.90221577964124,0,"Asexual iRBC log10",0,251912.347863507
"393",1.90816273435289,0,"Asexual iRBC log10",0,251912.347863507
"394",1.91412828120889,0,"Asexual iRBC log10",0,251912.347863507
"395",1.92011247833441,0,"Asexual iRBC log10",0,251912.347863507
"396",1.92611538403636,0,"Asexual iRBC log10",0,251912.347863507
"397",1.93213705680392,0,"Asexual iRBC log10",0,251912.347863507
"398",1.93817755530913,0,"Asexual iRBC log10",0,251912.347863507
"399",1.94423693840748,0,"Asexual iRBC log10",0,251912.347863507
"400",1.95031526513844,0,"Asexual iRBC log10",0,251912.347863507
"401",1.95641259472605,0,"Asexual iRBC log10",0,251912.347863507
"402",1.96252898657952,0,"Asexual iRBC log10",0,251912.347863507
"403",1.9686645002938,0,"Asexual iRBC log10",0,251912.347863507
"404",1.97481919565013,0,"Asexual iRBC log10",0,251912.347863507
"405",1.98099313261665,0,"Asexual iRBC log10",0,251912.347863507
"406",1.98718637134901,0,"Asexual iRBC log10",0,251912.347863507
"407",1.99339897219089,0,"Asexual iRBC log10",0,251912.347863507
"408",1.99963099567464,0,"Asexual iRBC log10",0,251912.347863507
"409",2.00588250252185,0,"Asexual iRBC log10",0,251912.347863507
