"","cue_range","cr","label","min","max"
"849",7.92104882006913,0,"Asexual iRBC log10",0,251912.347863507
"850",7.94581263451433,0,"Asexual iRBC log10",0,251912.347863507
"851",7.97065386882144,0,"Asexual iRBC log10",0,251912.347863507
"852",7.99557276503053,0,"Asexual iRBC log10",0,251912.347863507
"853",8.02056956593834,0,"Asexual iRBC log10",0,251912.347863507
"854",8.04564451510069,0,"Asexual iRBC log10",0,251912.347863507
"855",8.07079785683482,0,"Asexual iRBC log10",0,251912.347863507
"856",8.09602983622182,0,"Asexual iRBC log10",0,251912.347863507
"857",8.12134069910894,0,"Asexual iRBC log10",0,251912.347863507
"858",8.14673069211207,0,"Asexual iRBC log10",0,251912.347863507
"859",8.17220006261807,0,"Asexual iRBC log10",0,251912.347863507
"860",8.19774905878723,0,"Asexual iRBC log10",0,251912.347863507
"861",8.22337792955568,0,"Asexual iRBC log10",0,251912.347863507
"862",8.24908692463778,0,"Asexual iRBC log10",0,251912.347863507
"863",8.27487629452861,0,"Asexual iRBC log10",0,251912.347863507
"864",8.30074629050635,0,"Asexual iRBC log10",0,251912.347863507
"865",8.32669716463478,0,"Asexual iRBC log10",0,251912.347863507
"866",8.35272916976571,0,"Asexual iRBC log10",0,251912.347863507
"867",8.37884255954144,0,"Asexual iRBC log10",0,251912.347863507
"868",8.40503758839725,0,"Asexual iRBC log10",0,251912.347863507
"869",8.43131451156387,0,"Asexual iRBC log10",0,251912.347863507
"870",8.45767358506995,0,"Asexual iRBC log10",0,251912.347863507
"871",8.4841150657446,0,"Asexual iRBC log10",0,251912.347863507
"872",8.51063921121981,0,"Asexual iRBC log10",0,251912.347863507
"873",8.53724627993307,0,"Asexual iRBC log10",0,251912.347863507
"874",8.56393653112981,0,"Asexual iRBC log10",0,251912.347863507
"875",8.59071022486592,0,"Asexual iRBC log10",0,251912.347863507
"876",8.61756762201036,0,"Asexual iRBC log10",0,251912.347863507
"877",8.6445089842476,0,"Asexual iRBC log10",0,251912.347863507
"878",8.67153457408028,0,"Asexual iRBC log10",0,251912.347863507
"879",8.69864465483165,0,"Asexual iRBC log10",0,251912.347863507
"880",8.72583949064824,0,"Asexual iRBC log10",0,251912.347863507
"881",8.75311934650237,0,"Asexual iRBC log10",0,251912.347863507
"882",8.78048448819475,0,"Asexual iRBC log10",0,251912.347863507
"883",8.80793518235708,0,"Asexual iRBC log10",0,251912.347863507
"884",8.83547169645463,0,"Asexual iRBC log10",0,251912.347863507
"885",8.86309429878886,0,"Asexual iRBC log10",0,251912.347863507
"886",8.89080325850003,0,"Asexual iRBC log10",0,251912.347863507
"887",8.91859884556982,0,"Asexual iRBC log10",0,251912.347863507
"888",8.94648133082395,0,"Asexual iRBC log10",0,251912.347863507
"889",8.97445098593485,0,"Asexual iRBC log10",0,251912.347863507
"890",9.00250808342428,0,"Asexual iRBC log10",0,251912.347863507
"891",9.030652896666,0,"Asexual iRBC log10",0,251912.347863507
"892",9.0588856998884,0,"Asexual iRBC log10",0,251912.347863507
"893",9.08720676817722,0,"Asexual iRBC log10",0,251912.347863507
"894",9.11561637747822,0,"Asexual iRBC log10",0,251912.347863507
"895",9.14411480459983,0,"Asexual iRBC log10",0,251912.347863507
"896",9.1727023272159,0,"Asexual iRBC log10",0,251912.347863507
"897",9.20137922386836,0,"Asexual iRBC log10",0,251912.347863507
"898",9.23014577396996,0,"Asexual iRBC log10",0,251912.347863507
"899",9.259002257807,0,"Asexual iRBC log10",0,251912.347863507
"900",9.28794895654203,0,"Asexual iRBC log10",0,251912.347863507
"901",9.31698615221662,0,"Asexual iRBC log10",0,251912.347863507
"902",9.34611412775407,0,"Asexual iRBC log10",0,251912.347863507
"903",9.37533316696224,0,"Asexual iRBC log10",0,251912.347863507
"904",9.4046435545362,0,"Asexual iRBC log10",0,251912.347863507
"905",9.43404557606114,0,"Asexual iRBC log10",0,251912.347863507
"906",9.46353951801504,0,"Asexual iRBC log10",0,251912.347863507
"907",9.49312566777152,0,"Asexual iRBC log10",0,251912.347863507
"908",9.52280431360262,0,"Asexual iRBC log10",0,251912.347863507
"909",9.5525757446816,0,"Asexual iRBC log10",0,251912.347863507
"910",9.58244025108581,0,"Asexual iRBC log10",0,251912.347863507
"911",9.61239812379944,0,"Asexual iRBC log10",0,251912.347863507
"912",9.64244965471642,0,"Asexual iRBC log10",0,251912.347863507
"913",9.6725951366432,0,"Asexual iRBC log10",0,251912.347863507
"914",9.70283486330168,0,"Asexual iRBC log10",0,251912.347863507
"915",9.73316912933201,0,"Asexual iRBC log10",0,251912.347863507
"916",9.76359823029548,0,"Asexual iRBC log10",0,251912.347863507
"917",9.79412246267743,0,"Asexual iRBC log10",0,251912.347863507
"918",9.82474212389007,0,"Asexual iRBC log10",0,251912.347863507
"919",9.85545751227544,0,"Asexual iRBC log10",0,251912.347863507
"920",9.88626892710831,0,"Asexual iRBC log10",0,251912.347863507
"921",9.91717666859905,0,"Asexual iRBC log10",0,251912.347863507
"922",9.94818103789661,0,"Asexual iRBC log10",0,251912.347863507
"923",9.97928233709143,0,"Asexual iRBC log10",0,251912.347863507
"924",10.0104808692184,0,"Asexual iRBC log10",0,251912.347863507
"925",10.0417769382597,0,"Asexual iRBC log10",0,251912.347863507
"926",10.073170849148,0,"Asexual iRBC log10",0,251912.347863507
"927",10.1046629077692,0,"Asexual iRBC log10",0,251912.347863507
"928",10.1362534209655,0,"Asexual iRBC log10",0,251912.347863507
"929",10.1679426965385,0,"Asexual iRBC log10",0,251912.347863507
"930",10.199731043252,0,"Asexual iRBC log10",0,251912.347863507
"931",10.231618770835,0,"Asexual iRBC log10",0,251912.347863507
"932",10.263606189985,0,"Asexual iRBC log10",0,251912.347863507
"933",10.2956936123707,0,"Asexual iRBC log10",0,251912.347863507
"934",10.3278813506352,0,"Asexual iRBC log10",0,251912.347863507
"935",10.3601697183993,0,"Asexual iRBC log10",0,251912.347863507
"936",10.3925590302638,0,"Asexual iRBC log10",0,251912.347863507
"937",10.4250496018134,0,"Asexual iRBC log10",0,251912.347863507
"938",10.4576417496192,0,"Asexual iRBC log10",0,251912.347863507
"939",10.4903357912423,0,"Asexual iRBC log10",0,251912.347863507
"940",10.5231320452364,0,"Asexual iRBC log10",0,251912.347863507
"941",10.556030831151,0,"Asexual iRBC log10",0,251912.347863507
"942",10.5890324695348,0,"Asexual iRBC log10",0,251912.347863507
"943",10.6221372819386,0,"Asexual iRBC log10",0,251912.347863507
"944",10.6553455909184,0,"Asexual iRBC log10",0,251912.347863507
"945",10.6886577200388,0,"Asexual iRBC log10",0,251912.347863507
"946",10.7220739938758,0,"Asexual iRBC log10",0,251912.347863507
"947",10.7555947380201,0,"Asexual iRBC log10",0,251912.347863507
"948",10.7892202790804,0,"Asexual iRBC log10",0,251912.347863507
"949",10.8229509446865,0,"Asexual iRBC log10",0,251912.347863507
"950",10.8567870634925,0,"Asexual iRBC log10",0,251912.347863507
"951",10.8907289651798,0,"Asexual iRBC log10",0,251912.347863507
"952",10.9247769804607,0,"Asexual iRBC log10",0,251912.347863507
"953",10.9589314410814,0,"Asexual iRBC log10",0,251912.347863507
"954",10.993192679825,0,"Asexual iRBC log10",0,251912.347863507
"955",11.0275610305154,0,"Asexual iRBC log10",0,251912.347863507
"956",11.0620368280197,0,"Asexual iRBC log10",0,251912.347863507
"957",11.0966204082523,0,"Asexual iRBC log10",0,251912.347863507
"958",11.1313121081775,0,"Asexual iRBC log10",0,251912.347863507
"959",11.1661122658132,0,"Asexual iRBC log10",0,251912.347863507
"960",11.2010212202341,0,"Asexual iRBC log10",0,251912.347863507
"961",11.2360393115747,0,"Asexual iRBC log10",0,251912.347863507
"962",11.2711668810331,0,"Asexual iRBC log10",0,251912.347863507
"963",11.3064042708742,0,"Asexual iRBC log10",0,251912.347863507
"964",11.3417518244326,0,"Asexual iRBC log10",0,251912.347863507
"965",11.3772098861166,0,"Asexual iRBC log10",0,251912.347863507
"966",11.412778801411,0,"Asexual iRBC log10",0,251912.347863507
"967",11.4484589168808,0,"Asexual iRBC log10",0,251912.347863507
"968",11.4842505801745,0,"Asexual iRBC log10",0,251912.347863507
"969",11.5201541400275,0,"Asexual iRBC log10",0,251912.347863507
"970",11.5561699462653,0,"Asexual iRBC log10",0,251912.347863507
"971",11.5922983498072,0,"Asexual iRBC log10",0,251912.347863507
"972",11.6285397026695,0,"Asexual iRBC log10",0,251912.347863507
"973",11.6648943579692,0,"Asexual iRBC log10",0,251912.347863507
"974",11.701362669927,0,"Asexual iRBC log10",0,251912.347863507
"975",11.7379449938713,0,"Asexual iRBC log10",0,251912.347863507
"976",11.7746416862411,0,"Asexual iRBC log10",0,251912.347863507
"977",11.8114531045899,0,"Asexual iRBC log10",0,251912.347863507
"978",11.848379607589,0,"Asexual iRBC log10",0,251912.347863507
"979",11.885421555031,0,"Asexual iRBC log10",0,251912.347863507
"980",11.9225793078334,0,"Asexual iRBC log10",0,251912.347863507
"981",11.9598532280419,0,"Asexual iRBC log10",0,251912.347863507
"982",11.9972436788343,0,"Asexual iRBC log10",0,251912.347863507
"983",12.0347510245237,0,"Asexual iRBC log10",0,251912.347863507
"984",12.072375630562,0,"Asexual iRBC log10",0,251912.347863507
"985",12.1101178635439,0,"Asexual iRBC log10",0,251912.347863507
"986",12.14797809121,0,"Asexual iRBC log10",0,251912.347863507
"987",12.1859566824507,0,"Asexual iRBC log10",0,251912.347863507
"988",12.2240540073096,0,"Asexual iRBC log10",0,251912.347863507
"989",12.2622704369872,0,"Asexual iRBC log10",0,251912.347863507
"990",12.3006063438446,0,"Asexual iRBC log10",0,251912.347863507
"991",12.3390621014067,0,"Asexual iRBC log10",0,251912.347863507
"992",12.3776380843665,0,"Asexual iRBC log10",0,251912.347863507
"993",12.4163346685884,0,"Asexual iRBC log10",0,251912.347863507
"994",12.4551522311116,0,"Asexual iRBC log10",0,251912.347863507
"995",12.4940911501543,0,"Asexual iRBC log10",0,251912.347863507
"996",12.533151805117,0,"Asexual iRBC log10",0,251912.347863507
"997",12.5723345765865,0,"Asexual iRBC log10",0,251912.347863507
"998",12.6116398463393,0,"Asexual iRBC log10",0,251912.347863507
"999",12.6510679973454,0,"Asexual iRBC log10",0,251912.347863507
"1000",12.6906194137722,0,"Asexual iRBC log10",0,251912.347863507
"1001",12.7302944809882,0,"Asexual iRBC log10",0,251912.347863507
"1002",12.7700935855665,0,"Asexual iRBC log10",0,251912.347863507
"1003",12.8100171152889,0,"Asexual iRBC log10",0,251912.347863507
"1004",12.8500654591495,0,"Asexual iRBC log10",0,251912.347863507
"1005",12.8902390073586,0,"Asexual iRBC log10",0,251912.347863507
"1006",12.9305381513461,0,"Asexual iRBC log10",0,251912.347863507
"1007",12.9709632837661,0,"Asexual iRBC log10",0,251912.347863507
"1008",13.0115147985,0,"Asexual iRBC log10",0,251912.347863507
"1009",13.0521930906606,0,"Asexual iRBC log10",0,251912.347863507
"1010",13.092998556596,0,"Asexual iRBC log10",0,251912.347863507
"1011",13.1339315938934,0,"Asexual iRBC log10",0,251912.347863507
"1012",13.1749926013831,0,"Asexual iRBC log10",0,251912.347863507
"1013",13.2161819791421,0,"Asexual iRBC log10",0,251912.347863507
"1014",13.2575001284983,0,"Asexual iRBC log10",0,251912.347863507
"1015",13.2989474520343,0,"Asexual iRBC log10",0,251912.347863507
"1016",13.3405243535911,0,"Asexual iRBC log10",0,251912.347863507
"1017",13.3822312382724,0,"Asexual iRBC log10",0,251912.347863507
"1018",13.4240685124485,0,"Asexual iRBC log10",0,251912.347863507
"1019",13.4660365837599,0,"Asexual iRBC log10",0,251912.347863507
"1020",13.5081358611217,0,"Asexual iRBC log10",0,251912.347863507
"1021",13.5503667547274,0,"Asexual iRBC log10",0,251912.347863507
"1022",13.5927296760527,0,"Asexual iRBC log10",0,251912.347863507
"1023",13.6352250378599,0,"Asexual iRBC log10",0,251912.347863507
"1024",13.6778532542017,0,"Asexual iRBC log10",0,251912.347863507
"1025",13.7206147404253,0,"Asexual iRBC log10",0,251912.347863507
"1026",13.7635099131763,0,"Asexual iRBC log10",0,251912.347863507
"1027",13.8065391904029,0,"Asexual iRBC log10",0,251912.347863507
"1028",13.8497029913601,0,"Asexual iRBC log10",0,251912.347863507
"1029",13.8930017366134,0,"Asexual iRBC log10",0,251912.347863507
"1030",13.9364358480433,0,"Asexual iRBC log10",0,251912.347863507
"1031",13.9800057488491,0,"Asexual iRBC log10",0,251912.347863507
"1032",14.0237118635533,0,"Asexual iRBC log10",0,251912.347863507
"1033",14.0675546180054,0,"Asexual iRBC log10",0,251912.347863507
"1034",14.1115344393866,0,"Asexual iRBC log10",0,251912.347863507
"1035",14.1556517562132,0,"Asexual iRBC log10",0,251912.347863507
"1036",14.1999069983414,0,"Asexual iRBC log10",0,251912.347863507
"1037",14.2443005969713,0,"Asexual iRBC log10",0,251912.347863507
"1038",14.288832984651,0,"Asexual iRBC log10",0,251912.347863507
"1039",14.3335045952809,0,"Asexual iRBC log10",0,251912.347863507
"1040",14.3783158641178,0,"Asexual iRBC log10",0,251912.347863507
"1041",14.4232672277796,0,"Asexual iRBC log10",0,251912.347863507
"1042",14.4683591242488,0,"Asexual iRBC log10",0,251912.347863507
"1043",14.5135919928775,0,"Asexual iRBC log10",0,251912.347863507
"1044",14.5589662743911,0,"Asexual iRBC log10",0,251912.347863507
"1045",14.6044824108931,0,"Asexual iRBC log10",0,251912.347863507
"1046",14.6501408458689,0,"Asexual iRBC log10",0,251912.347863507
"1047",14.6959420241906,0,"Asexual iRBC log10",0,251912.347863507
"1048",14.7418863921211,0,"Asexual iRBC log10",0,251912.347863507
"1049",14.7879743973183,0,"Asexual iRBC log10",0,251912.347863507
"1050",14.8342064888398,0,"Asexual iRBC log10",0,251912.347863507
"1051",14.880583117147,0,"Asexual iRBC log10",0,251912.347863507
"1052",14.9271047341096,0,"Asexual iRBC log10",0,251912.347863507
"1053",14.97377179301,0,"Asexual iRBC log10",0,251912.347863507
"1054",15.0205847485478,0,"Asexual iRBC log10",0,251912.347863507
"1055",15.0675440568441,0,"Asexual iRBC log10",0,251912.347863507
"1056",15.1146501754459,0,"Asexual iRBC log10",0,251912.347863507
"1057",15.1619035633306,0,"Asexual iRBC log10",0,251912.347863507
"1058",15.2093046809108,0,"Asexual iRBC log10",0,251912.347863507
"1059",15.2568539900382,0,"Asexual iRBC log10",0,251912.347863507
"1060",15.3045519540085,0,"Asexual iRBC log10",0,251912.347863507
"1061",15.3523990375659,0,"Asexual iRBC log10",0,251912.347863507
"1062",15.4003957069074,0,"Asexual iRBC log10",0,251912.347863507
"1063",15.4485424296876,0,"Asexual iRBC log10",0,251912.347863507
"1064",15.4968396750232,0,"Asexual iRBC log10",0,251912.347863507
"1065",15.5452879134972,0,"Asexual iRBC log10",0,251912.347863507
"1066",15.5938876171642,0,"Asexual iRBC log10",0,251912.347863507
"1067",15.6426392595543,0,"Asexual iRBC log10",0,251912.347863507
"1068",15.6915433156782,0,"Asexual iRBC log10",0,251912.347863507
"1069",15.7406002620315,0,"Asexual iRBC log10",0,251912.347863507
"1070",15.7898105765997,0,"Asexual iRBC log10",0,251912.347863507
"1071",15.8391747388622,0,"Asexual iRBC log10",0,251912.347863507
"1072",15.888693229798,0,"Asexual iRBC log10",0,251912.347863507
"1073",15.9383665318893,0,"Asexual iRBC log10",0,251912.347863507
"1074",15.988195129127,0,"Asexual iRBC log10",0,251912.347863507
"1075",16.038179507015,0,"Asexual iRBC log10",0,251912.347863507
"1076",16.0883201525749,0,"Asexual iRBC log10",0,251912.347863507
"1077",16.1386175543513,0,"Asexual iRBC log10",0,251912.347863507
"1078",16.1890722024158,0,"Asexual iRBC log10",0,251912.347863507
"1079",16.2396845883721,0,"Asexual iRBC log10",0,251912.347863507
"1080",16.2904552053612,0,"Asexual iRBC log10",0,251912.347863507
"1081",16.3413845480653,0,"Asexual iRBC log10",0,251912.347863507
"1082",16.3924731127135,0,"Asexual iRBC log10",0,251912.347863507
"1083",16.4437213970862,0,"Asexual iRBC log10",0,251912.347863507
"1084",16.4951299005201,0,"Asexual iRBC log10",0,251912.347863507
"1085",16.5466991239127,0,"Asexual iRBC log10",0,251912.347863507
"1086",16.5984295697277,0,"Asexual iRBC log10",0,251912.347863507
"1087",16.6503217419998,0,"Asexual iRBC log10",0,251912.347863507
"1088",16.7023761463392,0,"Asexual iRBC log10",0,251912.347863507
"1089",16.7545932899369,0,"Asexual iRBC log10",0,251912.347863507
"1090",16.8069736815695,0,"Asexual iRBC log10",0,251912.347863507
"1091",16.8595178316045,0,"Asexual iRBC log10",0,251912.347863507
"1092",16.9122262520045,0,"Asexual iRBC log10",0,251912.347863507
"1093",16.965099456333,0,"Asexual iRBC log10",0,251912.347863507
"1094",17.0181379597591,0,"Asexual iRBC log10",0,251912.347863507
"1095",17.0713422790621,0,"Asexual iRBC log10",0,251912.347863507
"1096",17.1247129326375,0,"Asexual iRBC log10",0,251912.347863507
"1097",17.1782504405009,0,"Asexual iRBC log10",0,251912.347863507
"1098",17.2319553242941,0,"Asexual iRBC log10",0,251912.347863507
"1099",17.2858281072894,0,"Asexual iRBC log10",0,251912.347863507
"1100",17.3398693143952,0,"Asexual iRBC log10",0,251912.347863507
"1101",17.3940794721609,0,"Asexual iRBC log10",0,251912.347863507
"1102",17.448459108782,0,"Asexual iRBC log10",0,251912.347863507
"1103",17.5030087541054,0,"Asexual iRBC log10",0,251912.347863507
"1104",17.5577289396346,0,"Asexual iRBC log10",0,251912.347863507
"1105",17.6126201985343,0,"Asexual iRBC log10",0,251912.347863507
"1106",17.6676830656366,0,"Asexual iRBC log10",0,251912.347863507
"1107",17.7229180774454,0,"Asexual iRBC log10",0,251912.347863507
"1108",17.7783257721417,0,"Asexual iRBC log10",0,251912.347863507
"1109",17.8339066895894,0,"Asexual iRBC log10",0,251912.347863507
"1110",17.88966137134,0,"Asexual iRBC log10",0,251912.347863507
"1111",17.9455903606381,0,"Asexual iRBC log10",0,251912.347863507
"1112",18.0016942024267,0,"Asexual iRBC log10",0,251912.347863507
"1113",18.0579734433522,0,"Asexual iRBC log10",0,251912.347863507
"1114",18.1144286317705,0,"Asexual iRBC log10",0,251912.347863507
"1115",18.1710603177515,0,"Asexual iRBC log10",0,251912.347863507
"1116",18.2278690530848,0,"Asexual iRBC log10",0,251912.347863507
"1117",18.2848553912851,0,"Asexual iRBC log10",0,251912.347863507
"1118",18.3420198875978,0,"Asexual iRBC log10",0,251912.347863507
"1119",18.3993630990038,0,"Asexual iRBC log10",0,251912.347863507
"1120",18.4568855842256,0,"Asexual iRBC log10",0,251912.347863507
"1121",18.5145879037323,0,"Asexual iRBC log10",0,251912.347863507
"1122",18.5724706197453,0,"Asexual iRBC log10",0,251912.347863507
"1123",18.6305342962437,0,"Asexual iRBC log10",0,251912.347863507
"1124",18.6887794989697,0,"Asexual iRBC log10",0,251912.347863507
"1125",18.7472067954341,0,"Asexual iRBC log10",0,251912.347863507
"1126",18.8058167549223,0,"Asexual iRBC log10",0,251912.347863507
"1127",18.864609948499,0,"Asexual iRBC log10",0,251912.347863507
"1128",18.9235869490147,0,"Asexual iRBC log10",0,251912.347863507
"1129",18.9827483311104,0,"Asexual iRBC log10",0,251912.347863507
"1130",19.0420946712239,0,"Asexual iRBC log10",0,251912.347863507
"1131",19.101626547595,0,"Asexual iRBC log10",0,251912.347863507
"1132",19.1613445402714,0,"Asexual iRBC log10",0,251912.347863507
"1133",19.2212492311141,0,"Asexual iRBC log10",0,251912.347863507
"1134",19.2813412038031,0,"Asexual iRBC log10",0,251912.347863507
"1135",19.3416210438435,0,"Asexual iRBC log10",0,251912.347863507
"1136",19.4020893385705,0,"Asexual iRBC log10",0,251912.347863507
"1137",19.4627466771558,0,"Asexual iRBC log10",0,251912.347863507
"1138",19.5235936506129,0,"Asexual iRBC log10",0,251912.347863507
"1139",19.584630851803,0,"Asexual iRBC log10",0,251912.347863507
"1140",19.6458588754408,0,"Asexual iRBC log10",0,251912.347863507
"1141",19.7072783181004,0,"Asexual iRBC log10",0,251912.347863507
"1142",19.7688897782208,0,"Asexual iRBC log10",0,251912.347863507
"1143",19.830693856112,0,"Asexual iRBC log10",0,251912.347863507
"1144",19.8926911539607,0,"Asexual iRBC log10",0,251912.347863507
"1145",19.9548822758364,0,"Asexual iRBC log10",0,251912.347863507
"1146",20.017267827697,0,"Asexual iRBC log10",0,251912.347863507
"1147",20.0798484173948,0,"Asexual iRBC log10",0,251912.347863507
"1148",20.1426246546825,0,"Asexual iRBC log10",0,251912.347863507
"1149",20.2055971512191,0,"Asexual iRBC log10",0,251912.347863507
"1150",20.2687665205757,0,"Asexual iRBC log10",0,251912.347863507
"1151",20.332133378242,0,"Asexual iRBC log10",0,251912.347863507
"1152",20.3956983416314,0,"Asexual iRBC log10",0,251912.347863507
"1153",20.459462030088,0,"Asexual iRBC log10",0,251912.347863507
"1154",20.523425064892,0,"Asexual iRBC log10",0,251912.347863507
"1155",20.5875880692657,0,"Asexual iRBC log10",0,251912.347863507
"1156",20.6519516683802,0,"Asexual iRBC log10",0,251912.347863507
"1157",20.7165164893609,0,"Asexual iRBC log10",0,251912.347863507
"1158",20.7812831612938,0,"Asexual iRBC log10",0,251912.347863507
"1159",20.8462523152315,0,"Asexual iRBC log10",0,251912.347863507
"1160",20.9114245841998,0,"Asexual iRBC log10",0,251912.347863507
"1161",20.9768006032032,0,"Asexual iRBC log10",0,251912.347863507
"1162",21.0423810092317,0,"Asexual iRBC log10",0,251912.347863507
"1163",21.1081664412666,0,"Asexual iRBC log10",0,251912.347863507
"1164",21.1741575402869,0,"Asexual iRBC log10",0,251912.347863507
"1165",21.2403549492755,0,"Asexual iRBC log10",0,251912.347863507
"1166",21.3067593132256,0,"Asexual iRBC log10",0,251912.347863507
"1167",21.3733712791466,0,"Asexual iRBC log10",0,251912.347863507
"1168",21.4401914960709,0,"Asexual iRBC log10",0,251912.347863507
"1169",21.5072206150599,0,"Asexual iRBC log10",0,251912.347863507
"1170",21.5744592892105,0,"Asexual iRBC log10",0,251912.347863507
"1171",21.6419081736612,0,"Asexual iRBC log10",0,251912.347863507
"1172",21.709567925599,0,"Asexual iRBC log10",0,251912.347863507
"1173",21.7774392042651,0,"Asexual iRBC log10",0,251912.347863507
"1174",21.845522670962,0,"Asexual iRBC log10",0,251912.347863507
"1175",21.9138189890596,0,"Asexual iRBC log10",0,251912.347863507
"1176",21.9823288240017,0,"Asexual iRBC log10",0,251912.347863507
"1177",22.0510528433123,0,"Asexual iRBC log10",0,251912.347863507
"1178",22.1199917166026,0,"Asexual iRBC log10",0,251912.347863507
"1179",22.1891461155771,0,"Asexual iRBC log10",0,251912.347863507
"1180",22.2585167140402,0,"Asexual iRBC log10",0,251912.347863507
"1181",22.3281041879029,0,"Asexual iRBC log10",0,251912.347863507
"1182",22.3979092151893,0,"Asexual iRBC log10",0,251912.347863507
"1183",22.4679324760434,0,"Asexual iRBC log10",0,251912.347863507
"1184",22.5381746527352,0,"Asexual iRBC log10",0,251912.347863507
"1185",22.608636429668,0,"Asexual iRBC log10",0,251912.347863507
"1186",22.6793184933848,0,"Asexual iRBC log10",0,251912.347863507
"1187",22.7502215325746,0,"Asexual iRBC log10",0,251912.347863507
"1188",22.8213462380798,0,"Asexual iRBC log10",0,251912.347863507
"1189",22.8926933029025,0,"Asexual iRBC log10",0,251912.347863507
"1190",22.9642634222114,0,"Asexual iRBC log10",0,251912.347863507
"1191",23.0360572933484,0,"Asexual iRBC log10",0,251912.347863507
"1192",23.1080756158357,0,"Asexual iRBC log10",0,251912.347863507
"1193",23.1803190913824,0,"Asexual iRBC log10",0,251912.347863507
"1194",23.2527884238911,0,"Asexual iRBC log10",0,251912.347863507
"1195",23.3254843194654,0,"Asexual iRBC log10",0,251912.347863507
"1196",23.3984074864162,0,"Asexual iRBC log10",0,251912.347863507
"1197",23.471558635269,0,"Asexual iRBC log10",0,251912.347863507
"1198",23.5449384787704,0,"Asexual iRBC log10",0,251912.347863507
"1199",23.6185477318953,0,"Asexual iRBC log10",0,251912.347863507
"1200",23.6923871118542,0,"Asexual iRBC log10",0,251912.347863507
"1201",23.7664573380994,0,"Asexual iRBC log10",0,251912.347863507
"1202",23.8407591323327,0,"Asexual iRBC log10",0,251912.347863507
"1203",23.915293218512,0,"Asexual iRBC log10",0,251912.347863507
"1204",23.9900603228587,0,"Asexual iRBC log10",0,251912.347863507
"1205",24.0650611738646,0,"Asexual iRBC log10",0,251912.347863507
"1206",24.1402965022989,0,"Asexual iRBC log10",0,251912.347863507
"1207",24.2157670412155,0,"Asexual iRBC log10",0,251912.347863507
"1208",24.2914735259599,0,"Asexual iRBC log10",0,251912.347863507
"1209",24.3674166941769,0,"Asexual iRBC log10",0,251912.347863507
"1210",24.4435972858171,0,"Asexual iRBC log10",0,251912.347863507
"1211",24.5200160431444,0,"Asexual iRBC log10",0,251912.347863507
"1212",24.5966737107436,0,"Asexual iRBC log10",0,251912.347863507
"1213",24.673571035527,0,"Asexual iRBC log10",0,251912.347863507
"1214",24.7507087667421,0,"Asexual iRBC log10",0,251912.347863507
"1215",24.8280876559788,0,"Asexual iRBC log10",0,251912.347863507
"1216",24.9057084571768,0,"Asexual iRBC log10",0,251912.347863507
"1217",24.9835719266326,0,"Asexual iRBC log10",0,251912.347863507
"1218",25.0616788230075,0,"Asexual iRBC log10",0,251912.347863507
"1219",25.1400299073343,0,"Asexual iRBC log10",0,251912.347863507
"1220",25.2186259430253,0,"Asexual iRBC log10",0,251912.347863507
"1221",25.2974676958792,0,"Asexual iRBC log10",0,251912.347863507
"1222",25.3765559340892,0,"Asexual iRBC log10",0,251912.347863507
"1223",25.4558914282497,0,"Asexual iRBC log10",0,251912.347863507
"1224",25.5354749513646,0,"Asexual iRBC log10",0,251912.347863507
"1225",25.6153072788543,0,"Asexual iRBC log10",0,251912.347863507
"1226",25.6953891885634,0,"Asexual iRBC log10",0,251912.347863507
"1227",25.7757214607684,0,"Asexual iRBC log10",0,251912.347863507
"1228",25.8563048781851,0,"Asexual iRBC log10",0,251912.347863507
"1229",25.9371402259763,0,"Asexual iRBC log10",0,251912.347863507
"1230",26.0182282917597,0,"Asexual iRBC log10",0,251912.347863507
"1231",26.0995698656152,0,"Asexual iRBC log10",0,251912.347863507
"1232",26.1811657400925,0,"Asexual iRBC log10",0,251912.347863507
"1233",26.2630167102196,0,"Asexual iRBC log10",0,251912.347863507
"1234",26.3451235735096,0,"Asexual iRBC log10",0,251912.347863507
"1235",26.4274871299691,0,"Asexual iRBC log10",0,251912.347863507
"1236",26.5101081821057,0,"Asexual iRBC log10",0,251912.347863507
"1237",26.5929875349359,0,"Asexual iRBC log10",0,251912.347863507
"1238",26.676125995993,0,"Asexual iRBC log10",0,251912.347863507
"1239",26.7595243753349,0,"Asexual iRBC log10",0,251912.347863507
"1240",26.8431834855519,0,"Asexual iRBC log10",0,251912.347863507
"1241",26.9271041417749,0,"Asexual iRBC log10",0,251912.347863507
"1242",27.0112871616831,0,"Asexual iRBC log10",0,251912.347863507
"1243",27.0957333655119,0,"Asexual iRBC log10",0,251912.347863507
"1244",27.1804435760613,0,"Asexual iRBC log10",0,251912.347863507
"1245",27.2654186187034,0,"Asexual iRBC log10",0,251912.347863507
"1246",27.3506593213909,0,"Asexual iRBC log10",0,251912.347863507
"1247",27.4361665146647,0,"Asexual iRBC log10",0,251912.347863507
"1248",27.5219410316624,0,"Asexual iRBC log10",0,251912.347863507
"1249",27.6079837081263,0,"Asexual iRBC log10",0,251912.347863507
"1250",27.6942953824114,0,"Asexual iRBC log10",0,251912.347863507
"1251",27.7808768954937,0,"Asexual iRBC log10",0,251912.347863507
"1252",27.8677290909784,0,"Asexual iRBC log10",0,251912.347863507
"1253",27.9548528151082,0,"Asexual iRBC log10",0,251912.347863507
