"","id","cue","log","fitness_R","fitness_N","fitness_W","var_R1","var_R2","var_R3","var_R4","var_N1","var_N2","var_N3","var_N4","var_W1","var_W2","var_W3","var_W4"
"1","Ig_none","Ig","none","8.71994788359581","8.88904063242704","10.9829423224568","0.0556940194613577","-46.6395470915188","1755.63576369441","13.2049747727482","0.029605062819326","-43.8181006005128","1549.77006278154","26.5523769674205","0.538557679797217","-10.4168397058557","53.5830430678936","2.80555949425228"
