,id,cue,log,fitness_R,fitness_N,fitness_W,var_R1,var_R2,var_R3,var_R4,var_N1,var_N2,var_N3,var_N4,var_W1,var_W2,var_W3,var_W4
1,I_none,I,none,8.695886,8.826704233,11.16649995,0.144021,-43.1046,2030.27,-524.686,0.083095472,-37.88905167,1689.317784,-152.4008966,0.750387649,-28.10724998,-1.678847454,0.432542958
