"","id","cue","log","fitness_R","fitness_N","fitness_W","var_R1","var_R2","var_R3","var_R4","var_N1","var_N2","var_N3","var_N4","var_W1","var_W2","var_W3","var_W4"
"1","G_none","G","none","8.75296893799009","8.94586868155032","10.9793509193762","0.047240638840598","-9.26898355777458","67.1854919573198","-358.409450918824","0.0263627239076482","-8.60498452411174","55.0233992865115","-251.97164140012","0.541729072921914","-3.90461644275447","0.874874120009727","-0.694177020540644"
