"","id","cue","log","fitness_R","fitness_N","fitness_W","var_R1","var_R2","var_R3","var_R4","var_N1","var_N2","var_N3","var_N4","var_W1","var_W2","var_W3","var_W4"
"1","I+Ig_none","I+Ig","none","8.99385835068453","9.19774495141386","11.2385166286552","0.30242373587972","-41.1129811415299","985.43139319209","-11.3471763706681","0.263989220590062","-39.1214668770287","898.087373750786","27.8210013188424","0.731982784352961","-21.6979944946231","149.784187597392","17.0255176903163"
