"","id","cue","log","fitness_R","fitness_N","fitness_W","var_R1","var_R2","var_R3","var_R4","var_N1","var_N2","var_N3","var_N4","var_W1","var_W2","var_W3","var_W4"
"1","I+Ig_log","I+Ig","log10","9.76802233911263","10.1277344709901","12.0512883765216","3.35153644811172","4.14789173735539","-12.7320714324256","2.2251631176507","70.2601719997531","-100.25154547195","-61.2009712062327","-72.8782412836534","63.7189382167242","-87.7767160097306","-56.5547551399484","-66.0220954856801"
