"","id","cue","log","fitness_R","fitness_N","fitness_W","var_R1","var_R2","var_R3","var_R4","var_N1","var_N2","var_N3","var_N4","var_W1","var_W2","var_W3","var_W4"
"1","Ig_log","Ig","log10","9.82258121257058","10.1074820023002","12.063539394328","1.75694824977275","-1.91291279826147","-5.21987635896673","1.08491285306378","1.75387789952525","-1.82150419005325","-5.47866886835426","1.31056362434273","1.96927407559284","-4.50601097815831","-0.914435569106589","-2.90755363297378"
