"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5","par6","par7","par8","par9"
"1","Ig_log","I_log","Ig log","I log",-4.33050321580757,-5.80237974179909,253.16971144639,-469.57253315486,-495.472482405603,-96.8293852172792,-96.4704188518226,-203.819832997397,70.6472812686116,96.2456888053566
