"","id","id_b","label","label_b","fitness","par1","par2","par3","par4","par5","par6","par7","par8","par9"
"1","G_none","I_none","G","I",-7.35761036802625,-9.2574575683102,-431.98848888278,263.067675055936,237.471198895946,-79.5038154814392,343.126063700765,-31.9020189344883,-19.7031619492918,92.1484857797623
