time	parameter_1	parameter_2	parameter_3	parameter_4	objective_function	worker
2022-02-01 15:57:22	4.39343054546043	-13.2747468072921	-47.889856621623	-345.840265741572	-2.63891788735839e-53	0
2022-02-01 15:57:22	-2.24431385286152	-64.0769158955663	-200.846157735214	-74.4089854415506	-0.00492837249418431	0
2022-02-01 15:57:22	-0.674618517514318	-57.5702909845859	313.318156637251	-55.7323382236063	-0.229617693455126	0
2022-02-01 15:57:22	-4.67730504227802	-51.4365280047059	-162.425377871841	130.659719230607	-0.00439701236894956	0
2022-02-01 15:57:22	-0.679277626331896	8.13256492838264	126.438208855689	167.688749032095	-3.28647687923415	0
2022-02-01 15:57:22	1.90019021742046	31.7809190135449	488.428749842569	23.8847776781768	-0.00575193343227937	0
2022-02-01 15:57:22	0.50417039077729	53.4329985268414	171.961503103375	246.435029432178	-1.22721664664795	0
2022-02-01 15:57:22	2.11582789197564	-53.907636506483	248.810397461057	-384.48161049746	-0.000577643118022531	0
2022-02-01 15:57:22	1.75274991430342	-92.2884873114526	-172.102924901992	372.889231657609	-0.287170602479649	0
2022-02-01 15:57:22	-2.43359316838905	-46.923542348668	-466.590052004904	431.361257797107	-0.00476089631612707	0
2022-02-01 15:57:22	-1.42120769713074	66.2495768163353	387.096174061298	-331.637230003253	-0.0089129542223099	0
2022-02-01 15:57:22	4.09046517219394	-25.8347942493856	282.865657703951	200.991597492248	-6.05643005399249e-39	0
2022-02-01 15:57:22	-4.78375896811485	-57.848714850843	-350.825337460265	-456.851331051439	-0.00439605466179042	0
2022-02-01 15:57:22	2.58920391555876	-60.1884346920997	487.328454619274	55.7461197022349	-2.09513894545293e-07	0
2022-02-01 15:57:22	-1.29951127339154	33.2313969731331	161.34345671162	106.355720898136	-0.0116783079209145	0
2022-02-01 15:57:22	4.28881352068856	38.6912651360035	-316.686136648059	-377.50709685497	-7.5677208049245e-48	0
2022-02-01 15:57:22	-1.03270319290459	-76.7443111632019	-267.857783241197	-424.373435089365	-0.024193534437523	0
2022-02-01 15:57:22	-1.6374279325828	64.5835977047682	-115.911309840158	-173.090492608026	-0.00657244735099402	0
2022-02-01 15:57:22	1.62067003548145	34.6027453429997	-98.8765547517687	-378.682671347633	-0.0515397531729068	0
2022-02-01 15:57:22	2.36558800097555	37.9519822541624	77.7845515403897	390.092577086762	-1.35062330379386e-05	0
2022-02-01 15:57:22	3.37942001176998	-47.6262345444411	-490.946758072823	-204.535348340869	-2.71237847896988e-18	0
2022-02-01 15:57:22	3.03224036935717	99.7447690460831	-478.058007545769	197.663164231926	-1.90378214363925e-12	0
2022-02-01 15:57:22	-2.4525403091684	-26.4095721766353	-247.952923411503	19.3969178944826	-0.00474757564582014	0
2022-02-01 15:57:22	-2.97893848037347	71.6560685541481	-490.347595652565	364.019487518817	-0.00452241831822145	0
2022-02-01 15:57:22	-2.92156831361353	15.1903564110398	312.990834703669	385.736850323156	-0.00453728725549592	0
2022-02-01 15:57:22	0.894656430464238	34.689232846722	80.3276388905942	-248.41024633497	-0.747138480415568	0
2022-02-01 15:57:22	3.81559372646734	-34.2990240547806	-63.0242333281785	154.184736311436	-3.43076211303968e-29	0
2022-02-01 15:57:22	-1.73765254206955	16.4803765248507	169.197716051713	362.25019604899	-0.00603151411354885	0
2022-02-01 15:57:22	1.1471689818427	-27.7686736080796	80.8494670782238	244.776796083897	-3.79835697390117	0
2022-02-01 15:57:22	-4.65267746010795	-13.678547507152	-177.487298613414	-137.731105089188	-0.00439726854710806	0
2022-02-01 15:57:22	-1.38550797244534	-37.4515420757234	-452.058604452759	-415.045828092843	-0.00880061836979311	0
2022-02-01 15:57:22	4.41071590408683	75.3420480526984	-498.554429970682	489.123348612338	-2.90708549734192e-54	0
2022-02-01 15:57:22	2.95698815956712	-69.9090322013944	-12.335998006165	14.3929037731141	-1.99823548994768e-11	0
2022-02-01 15:57:22	-1.89415260218084	-14.8245209362358	-65.5149393714964	415.188627783209	-0.00551838506937414	0
2022-02-01 15:57:22	-4.40993019612506	86.1735871993005	-245.848924852908	-351.710403803736	-0.00440051298750581	0
2022-02-01 15:57:22	-2.95549793168902	-97.4665151443332	-86.5292614325881	478.130177361891	-0.00452828788082341	0
2022-02-01 15:57:22	-3.41040326748043	87.3972178902477	-58.1177829299122	33.678573789075	-0.0044499248978931	0
2022-02-01 15:57:22	3.05892539676279	-35.4923753067851	353.81160536781	230.382820125669	-7.91953744499544e-13	0
2022-02-01 15:57:22	-3.56747879879549	55.365855852142	-472.332725999877	-196.628683013842	-0.00443505774484073	0
2022-02-01 15:57:22	-3.10255320742726	-98.4559109900147	-355.333138490096	174.066954525188	-0.00449535338523881	0
2022-02-01 15:57:22	1.551686108578	65.8622253220528	-379.270430188626	-325.904727214947	-0.0574664655487892	0
2022-02-01 15:57:22	3.31600489094853	-86.9802171830088	-336.982287233695	-440.517934970558	-4.55040827087643e-17	0
2022-02-01 15:57:22	-1.52702961815521	-17.8034489043057	-290.054146433249	-33.2129562739283	-0.00724681299510675	0
2022-02-01 15:57:22	3.39894620701671	35.4455620981753	-479.807210620493	-489.305028691888	-1.09734772008904e-18	0
2022-02-01 15:57:22	1.10851797508076	-18.7357660382986	-480.86711554788	220.189084531739	-3.74113893608966	0
2022-02-01 15:57:22	1.04172099847347	-42.340406216681	101.114054443315	414.387206779793	-3.9410297960455	0
2022-02-01 15:57:22	0.728267920203507	76.0672868229449	-136.084702331573	435.735625447705	-0.68794950474065	0
2022-02-01 15:57:22	-4.73675994668156	-37.196743581444	144.623149884865	-193.140432937071	-0.00439645724804319	0
2022-02-01 15:57:22	3.44377258326858	45.9566208999604	205.308149335906	-66.1849374882877	-1.28396461351987e-19	0
2022-02-01 15:57:22	2.93699685949832	12.596737081185	408.505173400044	-230.064189294353	-3.62423925103467e-11	0
2022-02-01 15:59:59	2.76936832567499	-3.66107242074495	-175.380408709914	249.752117539896	-3.43163332467579e-09	0
2022-02-01 15:59:59	-0.534566810248221	-60.9031490276593	-170.630239451662	306.554808584068	-0.396556754288757	0
2022-02-01 15:59:59	1.58881150142025	-100	91.6295392427486	88.3320840043393	-2.16020000401771	0
2022-02-01 15:59:59	-1.52741481210386	-72.4294171056643	-295.822960185085	381.53854738131	-0.00715925140623833	0
2022-02-01 15:59:59	0.8787774619703	-49.134835460985	51.5131788361738	396.1597535278	-4.01861996528214	0
2022-02-01 15:59:59	2.21603787247339	-43.9554204971753	137.248149759597	321.498375830911	-0.000140816499370745	0
2022-02-01 15:59:59	1.10735800189138	-10.0562544153165	97.7257641677997	375.195385248328	-2.71550705499705	0
2022-02-01 15:59:59	3.86161989000208	-72.3377421155504	194.553850636322	-172.053433616788	-1.21137617723571e-30	0
2022-02-01 15:59:59	1.39184135130741	-71.8722857007089	-263.280758421889	500	-3.03716573916202	0
2022-02-01 15:59:59	-1.59845335947958	-53.1407244210405	-202.541594324971	439.960019491088	-0.00668894224445932	0
2022-02-01 15:59:59	0.249010991344143	-42.610632967852	322.820637690268	217.752527071255	-4.93714559173155	0
2022-02-01 15:59:59	-0.201501908475631	-12.0068026893994	313.729995400866	17.9639455352985	-5.87588013352247	0
2022-02-01 15:59:59	-3.81539681627915	-68.395955712588	305.759505117118	-446.671413177208	-0.00441888847376493	0
2022-02-01 15:59:59	0.384416344310853	32.6021218012375	420.831120748403	-44.4605717047206	-1.69777266437988	0
2022-02-01 15:59:59	-0.569005516623871	-28.6210831456312	387.433017476518	26.7031435663131	-1.02241316511584	0
2022-02-01 15:59:59	2.34586767236571	36.0180041535373	54.3239300903596	-154.727953225277	-1.86802939470362e-05	0
2022-02-01 15:59:59	-1.20929072285666	-3.56667058600492	200.715057827277	-209.870344588031	-0.0147621201211469	0
2022-02-01 15:59:59	-0.625384610126429	79.4977183018037	27.3352874921433	40.3553163381959	-2.78287652288224	0
2022-02-01 15:59:59	-0.123623925250326	43.2984183688123	191.30223854501	-326.479697264497	-2.50300184931379	0
2022-02-01 15:59:59	1.66666666666667	-4.39650611457902	168.586548755612	5.98350664063506	-0.0621806384288163	0
2022-02-01 15:59:59	2.15131522489664	-31.1808682698074	-118.527875719909	65.2511757936622	-0.000347495557942555	0
2022-02-01 15:59:59	3.24266333027893	40.1289752051954	-168.097731832588	-189.027979821115	-9.57006197732579e-16	0
2022-02-01 15:59:59	-0.0980293950365176	-25.9944112949558	336.115016843537	-62.7067005659896	-6.74149074647737	0
2022-02-01 15:59:59	-0.861799061744741	63.9344638037356	185.066172756391	-278.457822083197	-1.04071443240071	0
2022-02-01 15:59:59	-2.6040095244658	-1.24767054888709	233.899526105442	250.218028562009	-0.00465744384135243	0
2022-02-01 15:59:59	0.223456188549887	43.0634562525643	124.619311542829	-12.5963716782795	-1.88226079625462	0
2022-02-01 15:59:59	2.17131621159187	-22.2518990475625	89.4940625736797	-173.46933665442	-0.000261732686155174	0
2022-02-01 15:59:59	-2.76231703078132	-31.462786140423	411.818504056282	-57.903475368574	-0.0045883057536643	0
2022-02-01 15:59:59	1.41878467887763	-6.51161250149952	339.724120399122	-74.4177746255717	-0.409669317766453	0
2022-02-01 15:59:59	-2.9289255187698	14.1763967685083	50.6266545976653	-59.8121401016169	-0.00453528795761115	0
2022-02-01 15:59:59	-0.719427048989084	-17.4919393441154	-495.308098298836	-500	-0.618412386080937	0
2022-02-01 15:59:59	0.875269238316176	21.5717813466473	255.57213739625	255.354596423679	-0.987022725774201	0
2022-02-01 15:59:59	2.03803053759563	-55.1492283001602	287.965636147783	-189.769810221552	-0.00161475876748448	0
2022-02-01 15:59:59	-0.272154941847882	-14.0772476773384	144.62210394271	324.003457375501	-5.88213557997465	0
2022-02-01 15:59:59	0.571376294429522	57.24559762588	-328.846277407334	-374.531309585063	-1.06216905214936	0
2022-02-01 15:59:59	-2.44004311450539	12.1224397595087	97.9053281225336	-105.703734108775	-0.00475645592978784	0
2022-02-01 15:59:59	-2.98607490343228	-7.4093919320248	224.878764316037	-131.674011542392	-0.00452066475322942	0
2022-02-01 15:59:59	0.729253077934354	9.82857234684266	231.567786142788	81.8117695245647	-1.6870730633494	0
2022-02-01 15:59:59	0.707948887475933	10.1761814799945	-162.825750500275	-473.578287386092	-2.41216372646947	0
2022-02-01 15:59:59	-4.32857387524332	-100	-92.736093543639	4.62022151963822	-0.00440199017742925	0
2022-02-01 15:59:59	1.3123361923501	20.3178420195106	-173.805051425281	-430.334218587947	-0.313343299589656	0
2022-02-01 15:59:59	2.78639047988811	-27.5402792207833	-126.971697665752	84.754018424512	-2.23664535061278e-09	0
2022-02-01 15:59:59	-0.454911585887993	-2.06542832513134	389.854294155777	-359.527577325798	-3.75377185013114	0
2022-02-01 15:59:59	1.68556379646656	40.3437589415533	-200.435380932209	-408.638745687879	-0.0318881418167484	0
2022-02-01 15:59:59	1.20693260950622	-24.7721546353732	-135.638876418391	24.6448115782906	-3.47483068338588	0
2022-02-01 15:59:59	1.65972477871855	0.0961097524643231	73.9404236244043	188.997580523439	-0.0612414462819978	0
2022-02-01 15:59:59	-0.0480902097881467	100	155.157724568156	132.836283012849	-2.12049371741246	0
2022-02-01 15:59:59	-1.12251971756464	-15.242093457521	197.954249518057	-204.209818811917	-0.0212723203403887	0
2022-02-01 15:59:59	1.00902543619222	-19.5240548489457	98.8980720877424	-376.068470981527	-4.2860669547247	0
2022-02-01 15:59:59	-0.92874793922689	5.68652838709486	297.475051769518	-455.479781179275	-0.173541095292213	0
2022-02-01 16:02:36	0.971967910402772	1.51983263799946	346.921256128664	-109.762336663473	-1.45241545022596	0
2022-02-01 16:02:36	-0.444352481104922	-37.8881126572918	14.5783310553671	-16.9420684040832	-1.09361015700791	0
2022-02-01 16:02:36	2.73980477094006	-88.0227966967969	342.813881693477	-27.2981511268018	-7.0963801060089e-09	0
2022-02-01 16:02:36	-0.763130900239856	-33.0763082399511	-134.929142453871	-180.923511002931	-0.26025834848268	0
2022-02-01 16:02:36	-1.13884897357443	-19.8680485714176	103.576852816497	369.234348628672	-0.0190570576829065	0
2022-02-01 16:02:36	0.665046256582673	28.8673409774385	495.802617934537	-298.888405539601	-1.1974110296236	0
2022-02-01 16:02:36	0.483533444354565	-79.4432966532562	155.441710434076	-235.371477807219	-3.55594696953587	0
2022-02-01 16:02:36	0.194151903155065	-29.2703888608886	296.394093250745	-206.623665050872	-6.90299218637883	0
2022-02-01 16:02:36	-0.0302974765703304	-38.2813130793347	8.35724101186776	369.661519133251	-3.20509467310467	0
2022-02-01 16:02:36	-0.726401845903748	-49.1337574092586	93.2227308576634	365.9958633098	-0.212235029425645	0
2022-02-01 16:02:36	2.10275750412298	-13.849832465092	306.865333660448	79.8108707084456	-0.000649661651931999	0
2022-02-01 16:02:36	1.25053159240979	-64.2449903647792	103.986439379552	-128.903100395021	-3.44252123977363	0
2022-02-01 16:02:36	0.0593741076842412	-44.7590759300747	187.045034755848	-183.496883219349	-3.36111028622099	0
2022-02-01 16:02:36	1.82110166738107	-82.1541939364415	286.265766090904	-203.403618095054	-0.0404484798176094	0
2022-02-01 16:02:36	1.20882577037134	-41.7003214874863	352.820543605052	-159.010774286967	-3.63543448224793	0
2022-02-01 16:02:36	1.68797258576219	-8.36672700145002	50.5386974262452	-164.136467812495	-0.0553979239389779	0
2022-02-01 16:02:36	1.09948454043819	-74.4819004785285	-250.091327511412	-396.837856578873	-3.61377908727536	0
2022-02-01 16:02:36	-0.456929817165722	57.1415506302054	87.999675982973	-149.828657767132	-2.75888269933103	0
2022-02-01 16:02:36	1.25319375731518	-30.223473140711	34.7170818880323	-84.8499476231341	-3.33737586965641	0
2022-02-01 16:02:36	0.488316358166276	-26.6012535211149	166.666666666667	-221.218652017183	-6.00528001409066	0
2022-02-01 16:02:36	-1.44952267074112	-44.5664729433852	75.9942753311379	-148.498929543212	-0.00793782733702766	0
2022-02-01 16:02:36	-0.832363572014431	100	-108.643433160637	39.8986300476576	-1.71671353185309	0
2022-02-01 16:02:36	2.10057224602222	-30.401179663824	230.448218416941	-179.939164007386	-0.000684455488839547	0
2022-02-01 16:02:36	-0.081608738368955	46.3777937727147	166.666666666667	-462.353806283055	-2.42185134809738	0
2022-02-01 16:02:36	-0.778570178242608	-35.8813465450876	62.1808260229273	81.4080470906884	-0.217366841350877	0
