time	current_current_par_1	current_current_par_2	current_current_par_3	current_current_par_4	objective_function	worker
2022-02-04 15:58:04	-0.903537613387158	5.22096485114813	177.665281400727	-155.02975662214	-0.238817719730823	0
NA	-0.118117628905227	-47.0202330737181	481.355637242757	-278.706412040841	-2.62249868901018	0
NA	2.12975790652859	-17.586704085166	235.886958848464	-97.9759914262168	-0.000458039929170531	0
NA	-2.12468257602087	-53.2833217796394	227.354303547394	-258.689805261664	-0.00507661158879657	0
NA	-1.10260249477635	-5.77016448902063	72.4271042024149	-126.777386075903	-0.0254913995609095	0
NA	0.167914488274179	-32.5655946215898	416.843040921981	-182.23685487393	-6.7237493063007	0
NA	1.33025632961848	-73.7828974948202	500	-110.634928136233	-3.27542287294308	0
NA	-0.740582746937904	-25.4062385807079	339.837225850511	92.1373173365984	-0.418202429000272	0
NA	0.374536740241661	-34.1779531362349	231.149766367888	-454.479118875302	-5.6095411081442	0
NA	-0.579554866821085	-45.3501627416818	384.388441161081	-90.6752534772383	-0.50282079209632	0
NA	2.20251615956247	-12.1505827765118	354.352553896406	264.878677743071	-0.000167700056725499	0
NA	1.73855873407266	-14.2369998497231	360.934833626075	-90.5489928314572	-0.0375821628310091	0
NA	0.0568752971546478	-16.1924192216105	302.80447396653	-263.992198703112	-5.86566539385196	0
NA	-1.05565973790336	3.09595721752063	338.84760571095	63.4391233000795	-0.0397989795429069	0
NA	4.51148554467669	-50.3661668633507	340.539235870464	-183.08287633909	-3.44124935066661e-60	0
NA	0.230256138062547	-8.48680503554846	249.189950708746	-161.113008714155	-4.65054683896582	0
NA	-0.347422148817275	-2.20305562105508	500	93.6434823118997	-4.4556718434428	0
NA	0.91377329990296	-92.0555784769938	491.570804328145	-268.289192726055	-3.70141045463901	0
NA	-1.57294791183189	-22.991217178959	392.288314314582	-126.712576051143	-0.00688722943872278	0
NA	0.802157471320923	-29.7036022588865	388.431195735795	-133.58814500823	-4.66070710026237	0
NA	3.19603931578326	-38.6585224544866	325.528519745389	-169.916535027486	-5.92663200242219e-15	0
NA	2.25633016050492	68.5978650763113	388.977598896056	192.310029446068	-7.40522205075463e-05	0
NA	2.14260699637018	-30.314336178489	431.314446715584	-257.04196399081	-0.000390887675369118	0
NA	0.141188721255392	-20.288872893952	262.131943280227	-106.264817322117	-6.32872207516439	0
NA	0.0821998503578838	-18.0263150352845	500	-166.666666666667	-5.21794912900327	0
NA	0.529728032117159	-6.90521281260275	167.639282440063	-105.691089290481	-3.95294332098937	0
