"","id","cue","log","fitness_R","fitness_N","fitness_W","var_R1","var_R2","var_R3","var_R4","var_N1","var_N2","var_N3","var_N4","var_W1","var_W2","var_W3","var_W4"
"1","R_none","R","none","8.06273223527332","8.48268360886442","11.1253041329464","-0.258489294437571","0.469670352711443","0.284303731072274","-0.0110448735401344","49.9744575464474","154.62786594373","-128.536922255632","-29.0510368006905","1.64979238608279","2.55332721254272","-9.32306870255472","2.37755932187963"
