"","id","cue","log","fitness_R","fitness_N","fitness_W","var_R1","var_R2","var_R3","var_R4","var_N1","var_N2","var_N3","var_N4","var_W1","var_W2","var_W3","var_W4"
"1","I_log","I","log10","9.6938999340361","9.95291100027527","12.0585950698275","5.15149532977243","2.62317934845751","-17.0060707434878","4.19543131504065","5.1092327527663","2.4411367454613","-16.7613509741283","4.05386031998427","96.4263616251421","-138.51585453523","-80.1510552480439","-102.778141198922"
