"","id","cue","log","fitness_R","fitness_N","fitness_W","var_R1","var_R2","var_R3","var_R4","var_N1","var_N2","var_N3","var_N4","var_W1","var_W2","var_W3","var_W4"
"1","R_log","R","log10","8.06273219169552","8.29746618757793","11.0600175198017","-0.166752080769755","0.49505184685891","0.407966337946058","-0.0696826273467749","-0.976612097000398","0.185674483451153","-1.28706978125247","1.14467043580669","3.83123481235777","12.9087704310481","-14.3575207272195","-1.52588933663768"
