"","id","cue","log","fitness_R","fitness_N","fitness_W","var_R1","var_R2","var_R3","var_R4","var_N1","var_N2","var_N3","var_N4","var_W1","var_W2","var_W3","var_W4"
"1","I_none","I","none","8.15083770630159","8.82670423338724","11.1664999517594","-0.13357915924603","-5.00290946431094","0.409731663016546","0.503424752125101","0.0830954718243971","-37.8890516656284","1689.31778364296","-152.400896586742","0.750387649317804","-28.1072499840473","-1.67884745366481","0.432542957513472"
