"","id","cue","log","fitness_R","fitness_N","fitness_W","var_R1","var_R2","var_R3","var_R4","var_N1","var_N2","var_N3","var_N4","var_W1","var_W2","var_W3","var_W4"
"1","G_log","G","log10","9.77410198279713","10.0455489075351","11.9857201838621","1.23046777463751","-4.05135039017464","-1.26477636930849","-1.40883415910465","1.2101430387613","-3.86322233255943","-1.57467700469533","-1.20648756737004","1.39386053870062","-4.25300761611214","-0.313947029445775","-2.00085734372807"
