,id,cue,fitness,par1,par2,par3,par4,par5,par6,par7,par8,par9,default
1,R_log-I+Ig_log,R + I+Ig,10.05837058,4.690103491,3.74066799,2.906039515,9.403978181,-1.98400338,-12.4937726,30.80309005,-5.013781546,4.287392818,TRUE
