,id,cue,fitness,par1,par2,par3,par4,par5,par6,par7,par8,par9,default
1,R_none-I+Ig_log,R + I+Ig,10.10445826,-0.167685952,10.41286631,-16.14254033,28.07962383,-12.48721002,12.87401302,36.77106343,6.844810467,6.717364639,FALSE
