"","id","cue","fitness","par1","par2","par3","par4","par5","par6","par7","par8","par9","default"
"1","R_log+I_log","R + I",9.67911893841986,7.68030416714848,8.33606931226938,-7.33899398985706,18.6130041783004,-9.28083421647687,-24.1199357056505,50.6890852819795,-7.31184814038024,14.0288884810692,TRUE
