"","id","cue","fitness","par1","par2","par3","par4","par5","par6","par7","par8","par9","default"
"1","R_log+I_log","R + I",7.19457527466774,0.627473135561649,20.7491032981122,-1.32054709175888,36.1744499301232,-42.1649812586408,14.4305881159389,79.9889954080262,4.58123389288291,16.4685020383064,FALSE
