,id,cue,fitness,par1,par2,par3,par4,par5,par6,par7,par8,par9,default,log,beta
1,R_log+I_log,R log & I log,8.58703391,5.343124286,10.91519704,0.941080217,23.627155,-2.325500213,-16.11279858,43.52407049,-3.628318936,13.77489703,FALSE,log10,4.7
