,id,cue,fitness,par1,par2,par3,par4,par5,par6,par7,par8,par9,default
1,R_none-I+Ig_log,R + I+Ig,7.118340226,0.178663273,10.19743549,-16.76894742,29.69290291,-12.46668958,12.82786808,39.02021638,8.575120744,4.325081812,FALSE
